Datacode,RecType,RecYear,Season,RecDate,Watershed,Block,Plot,Sppnum,Taxa,Cover,Comments
CME01,1,2019,spring,6/1/2019,N1A,H,3,139,Verbena stricta,1,
CME01,1,2019,spring,6/1/2019,N1A,H,3,183,Grindelia squarrosa,1,
CME01,1,2019,spring,6/1/2019,N1A,H,3,75,Draba reptans,1,
CME01,1,2019,fall,8/5/2019,N1A,H,3,0,Bare_ground ,6,bare_ground
CME01,1,2019,fall,8/5/2019,N1A,H,3,998,Rock ,2,rock
CME01,1,2019,fall,8/5/2019,N1A,H,3,75,Draba reptans,1,
CME01,1,2019,fall,8/5/2019,N1A,H,3,183,Grindelia squarrosa,4,
CME01,1,2019,fall,8/5/2019,N1A,H,3,139,Verbena stricta,1,
CME01,1,2019,fall,8/5/2019,N1A,H,3,130,Solidago rigida,1,
CME01,1,2019,fall,8/5/2019,N1A,H,3,234,Rhus glabra,5,
CME01,1,2019,fall,8/5/2019,N1A,H,3,118,Ratibida columnifera,1,
CME01,1,2019,fall,8/5/2019,N1A,H,3,223,Stenaria nigricans,1,
CME01,1,2019,fall,8/5/2019,N1A,H,3,86,Brickellia eupatorioides,5,
CME01,1,2019,fall,8/5/2019,N1A,H,3,300,Euphorbia nutans,1,
CME01,1,2019,fall,8/5/2019,N1A,H,3,109,Dalea purpurea,7,
CME01,1,2019,fall,8/5/2019,N1A,H,3,107,Dalea multiflora,4,
CME01,1,2019,fall,8/5/2019,N1A,H,3,61,Astragalus crassicarpus,1,
CME01,1,2019,fall,8/5/2019,N1A,H,3,58,Symphyotrichum ericoides,2,
CME01,1,2019,fall,8/5/2019,N1A,H,3,300,Euphorbia nutans,1,
CME01,1,2019,fall,8/5/2019,N1A,H,3,46,Ambrosia psilostachya,2,
CME01,1,2019,fall,8/5/2019,N1A,H,3,211,Ambrosia artemisiifolia,1,
CME01,1,2019,fall,8/5/2019,N1A,H,3,18,Sorghastrum nutans,20,
CME01,1,2019,fall,8/5/2019,N1A,H,3,4,Bouteloua curtipendula,20,
CME01,1,2019,fall,8/5/2019,N1A,H,3,2,Andropogon gerardii,60,
CME01,1,2019,spring,6/1/2019,N1A,H,2,270,Symphyotrichum lanceolatum,1,
CME01,1,2019,spring,6/1/2019,N1A,H,2,34,Carex meadii,2,
CME01,1,2019,spring,6/1/2019,N1A,H,2,74,Descurainia pinnata,1,
CME01,1,2019,spring,6/1/2019,N1A,H,2,71,Conyza canadensis,8,
CME01,1,2019,spring,6/1/2019,N1A,H,2,72,Croton monanthogynus,1,
CME01,1,2019,spring,6/1/2019,N1A,H,2,106,Dalea candida,1,
CME01,1,2019,spring,6/1/2019,N1A,H,2,109,Dalea purpurea,1,
CME01,1,2019,spring,6/1/2019,N1A,H,2,300,Euphorbia nutans,1,
CME01,1,2019,spring,6/1/2019,N1A,H,2,151,Kummerowia stipulacea,1,
CME01,1,2019,spring,6/1/2019,N1A,H,2,89,Lepidium densiflorum,1,
CME01,1,2019,spring,6/1/2019,N1A,H,2,102,Oxalis stricta,1,
CME01,1,2019,spring,6/1/2019,N1A,H,2,103,Oxalis violacea,2,
CME01,1,2019,spring,6/1/2019,N1A,H,2,114,Plantago rhodosperma,3,
CME01,1,2019,spring,6/1/2019,N1A,H,2,118,Ratibida columnifera,1,
CME01,1,2019,spring,6/1/2019,N1A,H,2,234,Rhus glabra,45,
CME01,1,2019,spring,6/1/2019,N1A,H,2,139,Verbena stricta,2,
CME01,1,2019,spring,6/1/2019,N1A,H,2,75,Draba reptans,1,
CME01,1,2019,fall,8/5/2019,N1A,H,2,139,Verbena stricta,1,
CME01,1,2019,fall,8/5/2019,N1A,H,2,128,Solidago missouriensis,1,
CME01,1,2019,fall,8/5/2019,N1A,H,2,118,Ratibida columnifera,1,
CME01,1,2019,fall,8/5/2019,N1A,H,2,102,Oxalis stricta,1,
CME01,1,2019,fall,8/5/2019,N1A,H,2,107,Dalea multiflora,1,
CME01,1,2019,fall,8/5/2019,N1A,H,2,71,Conyza canadensis,11,
CME01,1,2019,fall,8/5/2019,N1A,H,2,58,Symphyotrichum ericoides,2,
CME01,1,2019,fall,8/5/2019,N1A,H,2,300,Euphorbia nutans,1,
CME01,1,2019,fall,8/5/2019,N1A,H,2,46,Ambrosia psilostachya,2,
CME01,1,2019,fall,8/5/2019,N1A,H,2,211,Ambrosia artemisiifolia,6,
CME01,1,2019,fall,8/5/2019,N1A,H,2,115,Polygala verticillata,1,
CME01,1,2019,fall,8/5/2019,N1A,H,2,21,Sporobolus compositus,2,
CME01,1,2019,fall,8/5/2019,N1A,H,2,18,Sorghastrum nutans,18,
CME01,1,2019,fall,8/5/2019,N1A,H,2,15,Panicum virgatum,5,
CME01,1,2019,fall,8/5/2019,N1A,H,2,4,Bouteloua curtipendula,45,
CME01,1,2019,fall,8/5/2019,N1A,H,2,2,Andropogon gerardii,25,
CME01,1,2019,spring,6/1/2019,N1A,H,1,25,Bromus arvensis,4,
CME01,1,2019,spring,6/1/2019,N1A,H,1,7,Bouteloua dactyloides,6,
CME01,1,2019,spring,6/1/2019,N1A,H,1,28,Hordeum pusillum,6,
CME01,1,2019,spring,6/1/2019,N1A,H,1,30,Schedonnardus paniculatus,3,
CME01,1,2019,spring,6/1/2019,N1A,H,1,79,Euphorbia spathulata,1,
CME01,1,2019,spring,6/1/2019,N1A,H,1,74,Descurainia pinnata,1,
CME01,1,2019,spring,6/1/2019,N1A,H,1,71,Conyza canadensis,9,
CME01,1,2019,spring,6/1/2019,N1A,H,1,72,Croton monanthogynus,1,
CME01,1,2019,spring,6/1/2019,N1A,H,1,78,Euphorbia marginata,1,
CME01,1,2019,spring,6/1/2019,N1A,H,1,300,Euphorbia nutans,1,
CME01,1,2019,spring,6/1/2019,N1A,H,1,85,Hymenopappus scabiosaeus,1,
CME01,1,2019,spring,6/1/2019,N1A,H,1,151,Kummerowia stipulacea,1,
CME01,1,2019,spring,6/1/2019,N1A,H,1,89,Lepidium densiflorum,8,
CME01,1,2019,spring,6/1/2019,N1A,H,1,114,Plantago rhodosperma,13,
CME01,1,2019,spring,6/1/2019,N1A,H,1,118,Ratibida columnifera,1,
CME01,1,2019,spring,6/1/2019,N1A,H,1,139,Verbena stricta,1,
CME01,1,2019,spring,6/1/2019,N1A,H,1,75,Draba reptans,1,
CME01,1,2019,spring,6/1/2019,N1A,H,1,162,Taraxacum officinale,5,
CME01,1,2019,spring,6/1/2019,N1A,H,1,138,Glandularia bipinnatifida,1,
CME01,1,2019,spring,6/1/2019,N1A,H,1,82,Hedeoma hispida,1,
CME01,1,2019,fall,8/5/2019,N1A,H,1,140,Vernonia baldwinii,65,
CME01,1,2019,fall,8/5/2019,N1A,H,1,139,Verbena stricta,1,
CME01,1,2019,fall,8/5/2019,N1A,H,1,118,Ratibida columnifera,2,
CME01,1,2019,fall,8/5/2019,N1A,H,1,89,Lepidium densiflorum,5,
CME01,1,2019,fall,8/5/2019,N1A,H,1,151,Kummerowia stipulacea,3,
CME01,1,2019,fall,8/5/2019,N1A,H,1,86,Brickellia eupatorioides,6,
CME01,1,2019,fall,8/5/2019,N1A,H,1,72,Croton monanthogynus,2,
CME01,1,2019,fall,8/5/2019,N1A,H,1,71,Conyza canadensis,8,
CME01,1,2019,fall,8/5/2019,N1A,H,1,46,Ambrosia psilostachya,3,
CME01,1,2019,fall,8/5/2019,N1A,H,1,211,Ambrosia artemisiifolia,20,
CME01,1,2019,fall,8/5/2019,N1A,H,1,30,Schedonnardus paniculatus,10,
CME01,1,2019,fall,8/5/2019,N1A,H,1,18,Sorghastrum nutans,5,
CME01,1,2019,fall,8/5/2019,N1A,H,1,11,Eragrostis spectabilis,3,
CME01,1,2019,fall,8/5/2019,N1A,H,1,5,Bouteloua gracilis,2,
CME01,1,2019,fall,8/5/2019,N1A,H,1,4,Bouteloua curtipendula,15,
CME01,1,2019,fall,8/5/2019,N1A,H,1,2,Andropogon gerardii,35,
CME01,1,2019,spring,6/1/2019,N1A,H,4,5,Bouteloua gracilis,1,
CME01,1,2019,spring,6/1/2019,N1A,H,4,519,Carex austrina,2,
CME01,1,2019,spring,6/1/2019,N1A,H,4,34,Carex meadii,3,
CME01,1,2019,spring,6/1/2019,N1A,H,4,33,Carex inops,1,
CME01,1,2019,spring,6/1/2019,N1A,H,4,158,Ulmus americana,1,
CME01,1,2019,spring,6/1/2019,N1A,H,4,75,Draba reptans,1,
CME01,1,2019,spring,6/1/2019,N1A,H,4,300,Euphorbia nutans,1,
CME01,1,2019,spring,6/1/2019,N1A,H,4,71,Conyza canadensis,1,
CME01,1,2019,spring,6/1/2019,N1A,H,4,72,Croton monanthogynus,1,
CME01,1,2019,spring,6/1/2019,N1A,H,4,107,Dalea multiflora,5,
CME01,1,2019,spring,6/1/2019,N1A,H,4,109,Dalea purpurea,2,
CME01,1,2019,spring,6/1/2019,N1A,H,4,77,Erigeron strigosus,1,
CME01,1,2019,spring,6/1/2019,N1A,H,4,300,Euphorbia nutans,1,
CME01,1,2019,spring,6/1/2019,N1A,H,4,428,Evolvulus nuttallianus,1,
CME01,1,2019,spring,6/1/2019,N1A,H,4,85,Hymenopappus scabiosaeus,1,
CME01,1,2019,spring,6/1/2019,N1A,H,4,151,Kummerowia stipulacea,2,
CME01,1,2019,spring,6/1/2019,N1A,H,4,89,Lepidium densiflorum,5,
CME01,1,2019,spring,6/1/2019,N1A,H,4,102,Oxalis stricta,1,
CME01,1,2019,spring,6/1/2019,N1A,H,4,114,Plantago rhodosperma,15,
CME01,1,2019,spring,6/1/2019,N1A,H,4,118,Ratibida columnifera,2,
CME01,1,2019,spring,6/1/2019,N1A,H,4,132,Spermolepis inermis,1,
CME01,1,2019,spring,6/1/2019,N1A,H,4,134,Tragia betonicifolia,1,
CME01,1,2019,spring,6/1/2019,N1A,H,4,139,Verbena stricta,3,
CME01,1,2019,fall,8/5/2019,N1A,H,4,140,Vernonia baldwinii,5,
CME01,1,2019,fall,8/5/2019,N1A,H,4,139,Verbena stricta,3,
CME01,1,2019,fall,8/5/2019,N1A,H,4,128,Solidago missouriensis,1,
CME01,1,2019,fall,8/5/2019,N1A,H,4,102,Oxalis stricta,1,
CME01,1,2019,fall,8/5/2019,N1A,H,4,151,Kummerowia stipulacea,1,
CME01,1,2019,fall,8/5/2019,N1A,H,4,300,Euphorbia nutans,1,
CME01,1,2019,fall,8/5/2019,N1A,H,4,77,Erigeron strigosus,1,
CME01,1,2019,fall,8/5/2019,N1A,H,4,109,Dalea purpurea,1,
CME01,1,2019,fall,8/5/2019,N1A,H,4,107,Dalea multiflora,7,
CME01,1,2019,fall,8/5/2019,N1A,H,4,71,Conyza canadensis,2,
CME01,1,2019,fall,8/5/2019,N1A,H,4,407,Cirsium altissimum,1,
CME01,1,2019,fall,8/5/2019,N1A,H,4,58,Symphyotrichum ericoides,8,
CME01,1,2019,fall,8/5/2019,N1A,H,4,46,Ambrosia psilostachya,12,
CME01,1,2019,fall,8/5/2019,N1A,H,4,211,Ambrosia artemisiifolia,8,
CME01,1,2019,fall,8/5/2019,N1A,H,4,21,Sporobolus compositus,5,
CME01,1,2019,fall,8/5/2019,N1A,H,4,18,Sorghastrum nutans,12,
CME01,1,2019,fall,8/5/2019,N1A,H,4,3,Schizachyrium scoparium,3,
CME01,1,2019,fall,8/5/2019,N1A,H,4,14,Dichanthelium oligosanthes,1,
CME01,1,2019,fall,8/5/2019,N1A,H,4,4,Bouteloua curtipendula,8,
CME01,1,2019,fall,8/5/2019,N1A,H,4,2,Andropogon gerardii,80,
CME01,1,2019,spring,6/1/2019,N1A,H,5,14,Dichanthelium oligosanthes,4,
CME01,1,2019,spring,6/1/2019,N1A,H,5,519,Carex austrina,5,
CME01,1,2019,spring,6/1/2019,N1A,H,5,34,Carex meadii,1,
CME01,1,2019,spring,6/1/2019,N1A,H,5,158,Ulmus americana,1,
CME01,1,2019,spring,6/1/2019,N1A,H,5,71,Conyza canadensis,1,
CME01,1,2019,spring,6/1/2019,N1A,H,5,72,Croton monanthogynus,1,
CME01,1,2019,spring,6/1/2019,N1A,H,5,107,Dalea multiflora,1,
CME01,1,2019,spring,6/1/2019,N1A,H,5,300,Euphorbia nutans,1,
CME01,1,2019,spring,6/1/2019,N1A,H,5,79,Euphorbia spathulata,1,
CME01,1,2019,spring,6/1/2019,N1A,H,5,102,Oxalis stricta,1,
CME01,1,2019,spring,6/1/2019,N1A,H,5,114,Plantago rhodosperma,3,
CME01,1,2019,spring,6/1/2019,N1A,H,5,234,Rhus glabra,5,
CME01,1,2019,spring,6/1/2019,N1A,H,5,132,Spermolepis inermis,1,
CME01,1,2019,spring,6/1/2019,N1A,H,5,139,Verbena stricta,1,
CME01,1,2019,spring,6/1/2019,N1A,H,5,141,Viola bicolor,2,
CME01,1,2019,fall,8/5/2019,N1A,H,5,140,Vernonia baldwinii,1,
CME01,1,2019,fall,8/5/2019,N1A,H,5,139,Verbena stricta,1,
CME01,1,2019,fall,8/5/2019,N1A,H,5,127,Solidago altissima,85,
CME01,1,2019,fall,8/5/2019,N1A,H,5,234,Rhus glabra,18,
CME01,1,2019,fall,8/5/2019,N1A,H,5,102,Oxalis stricta,1,
CME01,1,2019,fall,8/5/2019,N1A,H,5,92,Linum sulcatum,1,
CME01,1,2019,fall,8/5/2019,N1A,H,5,86,Brickellia eupatorioides,1,
CME01,1,2019,fall,8/5/2019,N1A,H,5,300,Euphorbia nutans,1,
CME01,1,2019,fall,8/5/2019,N1A,H,5,106,Dalea candida,2,
CME01,1,2019,fall,8/5/2019,N1A,H,5,211,Ambrosia artemisiifolia,2,
CME01,1,2019,fall,8/5/2019,N1A,H,5,21,Sporobolus compositus,12,
CME01,1,2019,fall,8/5/2019,N1A,H,5,18,Sorghastrum nutans,25,
CME01,1,2019,fall,8/5/2019,N1A,H,5,15,Panicum virgatum,1,
CME01,1,2019,fall,8/5/2019,N1A,H,5,11,Eragrostis spectabilis,3,
CME01,1,2019,fall,8/5/2019,N1A,H,5,4,Bouteloua curtipendula,2,
CME01,1,2019,fall,8/5/2019,N1A,H,5,2,Andropogon gerardii,65,
CME01,1,2019,spring,6/1/2019,N1A,H,6,7,Bouteloua dactyloides,10,
CME01,1,2019,spring,6/1/2019,N1A,H,6,34,Carex meadii,1,
CME01,1,2019,spring,6/1/2019,N1A,H,6,75,Draba reptans,1,
CME01,1,2019,spring,6/1/2019,N1A,H,6,72,Croton monanthogynus,1,
CME01,1,2019,spring,6/1/2019,N1A,H,6,107,Dalea multiflora,4,
CME01,1,2019,spring,6/1/2019,N1A,H,6,300,Euphorbia nutans,1,
CME01,1,2019,spring,6/1/2019,N1A,H,6,85,Hymenopappus scabiosaeus,2,
CME01,1,2019,spring,6/1/2019,N1A,H,6,151,Kummerowia stipulacea,1,
CME01,1,2019,spring,6/1/2019,N1A,H,6,89,Lepidium densiflorum,1,
CME01,1,2019,spring,6/1/2019,N1A,H,6,79,Euphorbia spathulata,1,
CME01,1,2019,spring,6/1/2019,N1A,H,6,102,Oxalis stricta,1,
CME01,1,2019,spring,6/1/2019,N1A,H,6,114,Plantago rhodosperma,6,
CME01,1,2019,spring,6/1/2019,N1A,H,6,118,Ratibida columnifera,2,
CME01,1,2019,spring,6/1/2019,N1A,H,6,234,Rhus glabra,3,
CME01,1,2019,spring,6/1/2019,N1A,H,6,122,Mimosa quadrivalvis,1,
CME01,1,2019,spring,6/1/2019,N1A,H,6,132,Spermolepis inermis,1,
CME01,1,2019,spring,6/1/2019,N1A,H,6,139,Verbena stricta,1,
CME01,1,2019,fall,8/5/2019,N1A,H,6,300,Euphorbia nutans,2,
CME01,1,2019,fall,8/5/2019,N1A,H,6,140,Vernonia baldwinii,3,
CME01,1,2019,fall,8/5/2019,N1A,H,6,139,Verbena stricta,1,
CME01,1,2019,fall,8/5/2019,N1A,H,6,42,Rosa arkansana,2,
CME01,1,2019,fall,8/5/2019,N1A,H,6,118,Ratibida columnifera,1,
CME01,1,2019,fall,8/5/2019,N1A,H,6,86,Brickellia eupatorioides,1,
CME01,1,2019,fall,8/5/2019,N1A,H,6,85,Hymenopappus scabiosaeus,5,
CME01,1,2019,fall,8/5/2019,N1A,H,6,107,Dalea multiflora,22,
CME01,1,2019,fall,8/5/2019,N1A,H,6,72,Croton monanthogynus,1,
CME01,1,2019,fall,8/5/2019,N1A,H,6,59,Symphyotrichum oblongifolium,10,
CME01,1,2019,fall,8/5/2019,N1A,H,6,58,Symphyotrichum ericoides,2,
CME01,1,2019,fall,8/5/2019,N1A,H,6,46,Ambrosia psilostachya,4,
CME01,1,2019,fall,8/5/2019,N1A,H,6,211,Ambrosia artemisiifolia,1,
CME01,1,2019,fall,8/5/2019,N1A,H,6,77,Erigeron strigosus,2,
CME01,1,2019,fall,8/5/2019,N1A,H,6,62,Astragalus lotiflorus,1,
CME01,1,2019,fall,8/5/2019,N1A,H,6,123,Packera plattensis,1,
CME01,1,2019,fall,8/5/2019,N1A,H,6,21,Sporobolus compositus,3,
CME01,1,2019,fall,8/5/2019,N1A,H,6,18,Sorghastrum nutans,10,
CME01,1,2019,fall,8/5/2019,N1A,H,6,7,Bouteloua dactyloides,6,
CME01,1,2019,fall,8/5/2019,N1A,H,6,4,Bouteloua curtipendula,30,
CME01,1,2019,fall,8/5/2019,N1A,H,6,2,Andropogon gerardii,65,
CME01,1,2019,spring,6/1/2019,N1A,I,3,5,Bouteloua gracilis,1,
CME01,1,2019,spring,6/1/2019,N1A,I,3,6,Bouteloua hirsuta,1,
CME01,1,2019,spring,6/1/2019,N1A,I,3,25,Bromus arvensis,1,
CME01,1,2019,spring,6/1/2019,N1A,I,3,14,Dichanthelium oligosanthes,2,
CME01,1,2019,spring,6/1/2019,N1A,I,3,27,Vulpia octoflora,2,
CME01,1,2019,spring,6/1/2019,N1A,I,3,28,Hordeum pusillum,1,
CME01,1,2019,spring,6/1/2019,N1A,I,3,30,Schedonnardus paniculatus,2,
CME01,1,2019,spring,6/1/2019,N1A,I,3,34,Carex meadii,1,
CME01,1,2019,spring,6/1/2019,N1A,I,3,33,Carex inops,1,
CME01,1,2019,spring,6/1/2019,N1A,I,3,165,Cyperus spp.,2,
CME01,1,2019,spring,6/1/2019,N1A,I,3,40,Amorpha canescens,6,
CME01,1,2019,spring,6/1/2019,N1A,I,3,270,Symphyotrichum lanceolatum,1,
CME01,1,2019,spring,6/1/2019,N1A,I,3,71,Conyza canadensis,1,
CME01,1,2019,spring,6/1/2019,N1A,I,3,106,Dalea candida,1,
CME01,1,2019,spring,6/1/2019,N1A,I,3,109,Dalea purpurea,2,
CME01,1,2019,spring,6/1/2019,N1A,I,3,77,Erigeron strigosus,2,
CME01,1,2019,spring,6/1/2019,N1A,I,3,300,Euphorbia nutans,1,
CME01,1,2019,spring,6/1/2019,N1A,I,3,151,Kummerowia stipulacea,2,
CME01,1,2019,spring,6/1/2019,N1A,I,3,89,Lepidium densiflorum,8,
CME01,1,2019,spring,6/1/2019,N1A,I,3,92,Linum sulcatum,2,
CME01,1,2019,spring,6/1/2019,N1A,I,3,102,Oxalis stricta,1,
CME01,1,2019,spring,6/1/2019,N1A,I,3,114,Plantago rhodosperma,5,
CME01,1,2019,spring,6/1/2019,N1A,I,3,116,Pediomelum esculentum,1,
CME01,1,2019,spring,6/1/2019,N1A,I,3,120,Ruellia humilis,2,
CME01,1,2019,spring,6/1/2019,N1A,I,3,122,Mimosa quadrivalvis,2,
CME01,1,2019,spring,6/1/2019,N1A,I,3,124,Silene antirrhina,1,
CME01,1,2019,spring,6/1/2019,N1A,I,3,132,Spermolepis inermis,3,
CME01,1,2019,spring,6/1/2019,N1A,I,3,139,Verbena stricta,1,
CME01,1,2019,spring,6/1/2019,N1A,I,3,338,Plantago patagonica,1,
CME01,1,2019,spring,6/1/2019,N1A,I,3,79,Euphorbia spathulata,1,
CME01,1,2019,spring,6/1/2019,N1A,I,3,137,Triodanis perfoliata,1,
CME01,1,2019,spring,6/1/2019,N1A,I,3,82,Hedeoma hispida,1,
CME01,1,2019,spring,6/1/2019,N1A,I,3,158,Ulmus americana,1,
CME01,1,2019,fall,8/5/2019,N1A,I,3,139,Verbena stricta,1,
CME01,1,2019,fall,8/5/2019,N1A,I,3,130,Solidago rigida,2,
CME01,1,2019,fall,8/5/2019,N1A,I,3,128,Solidago missouriensis,4,
CME01,1,2019,fall,8/5/2019,N1A,I,3,122,Mimosa quadrivalvis,4,
CME01,1,2019,fall,8/5/2019,N1A,I,3,120,Ruellia humilis,2,
CME01,1,2019,fall,8/5/2019,N1A,I,3,102,Oxalis stricta,1,
CME01,1,2019,fall,8/5/2019,N1A,I,3,92,Linum sulcatum,2,
CME01,1,2019,fall,8/5/2019,N1A,I,3,90,Lespedeza capitata,4,
CME01,1,2019,fall,8/5/2019,N1A,I,3,151,Kummerowia stipulacea,5,
CME01,1,2019,fall,8/5/2019,N1A,I,3,300,Euphorbia nutans,1,
CME01,1,2019,fall,8/5/2019,N1A,I,3,77,Erigeron strigosus,6,
CME01,1,2019,fall,8/5/2019,N1A,I,3,109,Dalea purpurea,3,
CME01,1,2019,fall,8/5/2019,N1A,I,3,106,Dalea candida,1,
CME01,1,2019,fall,8/5/2019,N1A,I,3,71,Conyza canadensis,1,
CME01,1,2019,fall,8/5/2019,N1A,I,3,58,Symphyotrichum ericoides,6,
CME01,1,2019,fall,8/5/2019,N1A,I,3,46,Ambrosia psilostachya,7,
CME01,1,2019,fall,8/5/2019,N1A,I,3,211,Ambrosia artemisiifolia,4,
CME01,1,2019,fall,8/5/2019,N1A,I,3,40,Amorpha canescens,8,
CME01,1,2019,fall,8/5/2019,N1A,I,3,300,Euphorbia nutans,1,
CME01,1,2019,fall,8/5/2019,N1A,I,3,30,Schedonnardus paniculatus,2,
CME01,1,2019,fall,8/5/2019,N1A,I,3,21,Sporobolus compositus,1,
CME01,1,2019,fall,8/5/2019,N1A,I,3,18,Sorghastrum nutans,10,
CME01,1,2019,fall,8/5/2019,N1A,I,3,3,Schizachyrium scoparium,30,
CME01,1,2019,fall,8/5/2019,N1A,I,3,27,Vulpia octoflora,1,
CME01,1,2019,fall,8/5/2019,N1A,I,3,11,Eragrostis spectabilis,2,
CME01,1,2019,fall,8/5/2019,N1A,I,3,14,Dichanthelium oligosanthes,3,
CME01,1,2019,fall,8/5/2019,N1A,I,3,25,Bromus arvensis,1,
CME01,1,2019,fall,8/5/2019,N1A,I,3,6,Bouteloua hirsuta,1,
CME01,1,2019,fall,8/5/2019,N1A,I,3,4,Bouteloua curtipendula,9,
CME01,1,2019,fall,8/5/2019,N1A,I,3,2,Andropogon gerardii,40,
CME01,1,2019,spring,6/1/2019,N1A,I,2,44,Achillea millefolium,1,
CME01,1,2019,spring,6/1/2019,N1A,I,2,71,Conyza canadensis,1,
CME01,1,2019,spring,6/1/2019,N1A,I,2,106,Dalea candida,3,
CME01,1,2019,spring,6/1/2019,N1A,I,2,109,Dalea purpurea,1,
CME01,1,2019,spring,6/1/2019,N1A,I,2,76,Echinacea angustifolia,3,
CME01,1,2019,spring,6/1/2019,N1A,I,2,300,Euphorbia nutans,1,
CME01,1,2019,spring,6/1/2019,N1A,I,2,89,Lepidium densiflorum,1,
CME01,1,2019,spring,6/1/2019,N1A,I,2,92,Linum sulcatum,1,
CME01,1,2019,spring,6/1/2019,N1A,I,2,102,Oxalis stricta,1,
CME01,1,2019,spring,6/1/2019,N1A,I,2,114,Plantago rhodosperma,1,
CME01,1,2019,spring,6/1/2019,N1A,I,2,118,Ratibida columnifera,2,
CME01,1,2019,spring,6/1/2019,N1A,I,2,124,Silene antirrhina,1,
CME01,1,2019,spring,6/1/2019,N1A,I,2,132,Spermolepis inermis,1,
CME01,1,2019,spring,6/1/2019,N1A,I,2,338,Plantago patagonica,1,
CME01,1,2019,spring,6/1/2019,N1A,I,2,79,Euphorbia spathulata,1,
CME01,1,2019,spring,6/1/2019,N1A,I,2,82,Hedeoma hispida,1,
CME01,1,2019,spring,6/1/2019,N1A,I,2,158,Ulmus americana,1,
CME01,1,2019,spring,6/1/2019,N1A,I,2,104,Penstemon cobaea,4,
CME01,1,2019,spring,6/1/2019,N1A,I,2,75,Draba reptans,1,
CME01,1,2019,fall,8/5/2019,N1A,I,2,158,Ulmus americana,1,
CME01,1,2019,fall,8/5/2019,N1A,I,2,130,Solidago rigida,9,
CME01,1,2019,fall,8/5/2019,N1A,I,2,118,Ratibida columnifera,1,
CME01,1,2019,fall,8/5/2019,N1A,I,2,102,Oxalis stricta,1,
CME01,1,2019,fall,8/5/2019,N1A,I,2,92,Linum sulcatum,6,
CME01,1,2019,fall,8/5/2019,N1A,I,2,151,Kummerowia stipulacea,1,
CME01,1,2019,fall,8/5/2019,N1A,I,2,86,Brickellia eupatorioides,7,
CME01,1,2019,fall,8/5/2019,N1A,I,2,300,Euphorbia nutans,1,
CME01,1,2019,fall,8/5/2019,N1A,I,2,76,Echinacea angustifolia,1,
CME01,1,2019,fall,8/5/2019,N1A,I,2,109,Dalea purpurea,1,
CME01,1,2019,fall,8/5/2019,N1A,I,2,106,Dalea candida,1,
CME01,1,2019,fall,8/5/2019,N1A,I,2,58,Symphyotrichum ericoides,7,
CME01,1,2019,fall,8/5/2019,N1A,I,2,52,Artemisia ludoviciana,17,
CME01,1,2019,fall,8/5/2019,N1A,I,2,115,Polygala verticillata,1,
CME01,1,2019,fall,8/5/2019,N1A,I,2,21,Sporobolus compositus,9,
CME01,1,2019,fall,8/5/2019,N1A,I,2,18,Sorghastrum nutans,2,
CME01,1,2019,fall,8/5/2019,N1A,I,2,3,Schizachyrium scoparium,7,
CME01,1,2019,fall,8/5/2019,N1A,I,2,15,Panicum virgatum,3,
CME01,1,2019,fall,8/5/2019,N1A,I,2,4,Bouteloua curtipendula,70,
CME01,1,2019,fall,8/5/2019,N1A,I,2,2,Andropogon gerardii,8,
CME01,1,2019,spring,6/1/2019,N1A,I,1,109,Dalea purpurea,1,
CME01,1,2019,spring,6/1/2019,N1A,I,1,76,Echinacea angustifolia,1,
CME01,1,2019,spring,6/1/2019,N1A,I,1,300,Euphorbia nutans,1,
CME01,1,2019,spring,6/1/2019,N1A,I,1,89,Lepidium densiflorum,1,
CME01,1,2019,spring,6/1/2019,N1A,I,1,94,Lomatium foeniculaceum,1,
CME01,1,2019,spring,6/1/2019,N1A,I,1,92,Linum sulcatum,1,
CME01,1,2019,spring,6/1/2019,N1A,I,1,102,Oxalis stricta,1,
CME01,1,2019,spring,6/1/2019,N1A,I,1,103,Oxalis violacea,3,
CME01,1,2019,spring,6/1/2019,N1A,I,1,114,Plantago rhodosperma,1,
CME01,1,2019,spring,6/1/2019,N1A,I,1,132,Spermolepis inermis,1,
CME01,1,2019,spring,6/1/2019,N1A,I,1,139,Verbena stricta,1,
CME01,1,2019,spring,6/1/2019,N1A,I,1,79,Euphorbia spathulata,1,
CME01,1,2019,spring,6/1/2019,N1A,I,1,75,Draba reptans,1,
CME01,1,2019,fall,8/5/2019,N1A,I,1,128,Solidago missouriensis,80,
CME01,1,2019,fall,8/5/2019,N1A,I,1,92,Linum sulcatum,2,
CME01,1,2019,fall,8/5/2019,N1A,I,1,86,Brickellia eupatorioides,3,
CME01,1,2019,fall,8/5/2019,N1A,I,1,428,Evolvulus nuttallianus,1,
CME01,1,2019,fall,8/5/2019,N1A,I,1,76,Echinacea angustifolia,1,
CME01,1,2019,fall,8/5/2019,N1A,I,1,109,Dalea purpurea,1,
CME01,1,2019,fall,8/5/2019,N1A,I,1,46,Ambrosia psilostachya,2,
CME01,1,2019,fall,8/5/2019,N1A,I,1,115,Polygala verticillata,1,
CME01,1,2019,fall,8/5/2019,N1A,I,1,6,Bouteloua hirsuta,2,
CME01,1,2019,fall,8/5/2019,N1A,I,1,4,Bouteloua curtipendula,22,
