id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
17464232,Fri Oct 12 2018 12:01:34 GMT-0400 (EDT),2018-10-12,2018-10-12 16:01:34 UTC,Eastern Time (US & Canada),1156846,kgarcia2901,,2018-10-13 14:50:39 UTC,2018-10-18 18:17:28 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/17464232,https://inaturalist-open-data.s3.amazonaws.com/photos/26555039/medium.jpg,,"","Seeded vascular(gymnosperm): coniferophya , temperature 87 F, Habitat: Forest .pine cones were scattered near the area and the length of the pine leaves lead me to the type of pine this is. Tree it’s self was very tall. Link: http://sfrc.ufl.edu/extension/4h/trees/Longleaf_pine/index.html",1,0,false,3,"Lettuce Lake Park, Tampa, FL, US",28.0733695,-82.3757383333,6,,,,6,,open,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
17474520,2018-10-12,2018-10-12,,Eastern Time (US & Canada),1167279,hanyamuftah,,2018-10-13 20:14:44 UTC,2018-10-15 03:20:30 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/17474520,https://inaturalist-open-data.s3.amazonaws.com/photos/26573484/medium.jpg,,"longleaf, pine, pines, pinetree","This observation was made at 5:26pm with an i phone x camera.
Weather: hot and sunny with the temperature being 88 degrees Fahrenheit with 56% humidity levels. 
Habitat: This tree was found in a densely packed forest surrounded by other large trees and diverse vegetation.
This observation was concluded to be a Longleaf Pine. This pine tree is considered an evergreen conifer. It has the longest needle like leaves of all the pines growing up to 18in long with the leaves showing in bundles of threes. They can grow up to 80-100ft tall. They are covered in thick brown scaly bark that grow perfectly up. The lower branches of the trees are naturally pruned. They can be found in many different climate types and require sunlight to grow. These characteristics of the plant and the habitat are consistent with my observation. These conifers are distributed across southeastern Virginia to Florida, westward to Louisiana and to eastern Texas.
Source:
https://www.nwf.org/Educational-Resources/Wildlife-Guide/Plants-and-Fungi/Longleaf-Pine

Gymnosperm",1,0,false,,lettuce lake park,28.073871,-82.375376,,,,,,,open,false,,,Longleaf Pine,Pinus palustris,longleaf pine,Plantae,81901
17479644,Sun Oct 07 2018 13:28:46 GMT-0400 (EDT),2018-10-07,2018-10-07 17:28:46 UTC,Eastern Time (US & Canada),1165896,nklecha,,2018-10-13 23:02:12 UTC,2018-10-15 01:08:58 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/17479644,https://inaturalist-open-data.s3.amazonaws.com/photos/26583684/medium.jpg,,"","Habitat forest 
Weather 91 Fahrenheit some wind",1,0,false,3,"15313 Daybreeze Dr, Spring Hill, FL, US",28.3803776581,-82.5318956639,965,,,,965,,open,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
17488662,2018/10/13 3:52 PM ,2018-10-13,2018-10-13 19:52:00 UTC,Eastern Time (US & Canada),1162251,afadil,,2018-10-14 05:57:47 UTC,2018-10-14 22:33:22 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/17488662,https://inaturalist-open-data.s3.amazonaws.com/photos/26602032/medium.jpg,,"","Specimen was found along a trail behind a subdivision. Weather conditions were sunny at 86F with 37% humidity. Wind speed was 5mph and there was no precipitation. The leaves are similar to pine needles. There were scattered pine cones on the ground in the location as well, indicating the possibility that this is a pine  tree sapling.",1,0,false,,"Grand Oaks, FL, USA",28.2283360988,-82.3957822588,122,,,,122,,open,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
17492648,Sat Oct 13 2018 10:38:22 GMT-0500 (CDT),2018-10-13,2018-10-13 15:38:22 UTC,Central Time (US & Canada),1081038,miaerick,,2018-10-14 10:45:11 UTC,2018-11-05 20:04:35 UTC,research,,https://www.inaturalist.org/observations/17492648,https://static.inaturalist.org/photos/26609592/medium.jpg,,"",,1,0,false,3,"Paul B Johnson State Park, Hattiesburg, MS, US",31.1393971667,-89.2438666667,5,,,,5,,open,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
17494992,Sun Oct 14 2018 09:31:59 GMT-0400 (EDT),2018-10-14,2018-10-14 13:31:59 UTC,Eastern Time (US & Canada),1167225,curbelo21,,2018-10-14 13:34:52 UTC,2018-10-16 18:37:19 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/17494992,https://inaturalist-open-data.s3.amazonaws.com/photos/26614264/medium.jpg,,"","The pine is allocated near other pines in a random order. The trunk of the tree is fairly thin compared to other trees with lots of thin pine needle-like leaves. Weather conditions: sunny, clear sky, 69°, no humidity. ",2,0,false,3,"7500–7520 Curley Rd, Wesley Chapel, FL, US",28.2636066224,-82.2899090034,24,,,,24,,open,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
17498171,Thu Sep 27 2018 16:42:11 GMT-0400 (EDT),2018-09-27,2018-09-27 20:42:11 UTC,Eastern Time (US & Canada),1166593,dgovindji,,2018-10-14 15:32:34 UTC,2018-10-16 01:20:14 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/17498171,https://inaturalist-open-data.s3.amazonaws.com/photos/26620002/medium.jpg,,"","This organism was found in a forest habitat. It was extremely humid and the sun was out. There were many trees of the same species scattered around the area. They covered a large portion of the surroundings. 


In terms of identification, due to the shape and pattern of seeds which were scattered all over the ground it was clear to identify the tree as a pine tree. the leaves for this species were quite long, as the name suggests. It was very tall as well. ",1,0,false,3,"Lettuce Lake Park, Tampa, FL, US",28.0722111667,-82.3719116667,5,,,,5,,open,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
17499256,Sun Oct 14 2018 12:07:38 GMT-0400 (EDT),2018-10-14,2018-10-14 16:07:38 UTC,Eastern Time (US & Canada),1264870,brianspittle,Brian S.,2018-10-14 16:07:41 UTC,2018-10-22 05:07:47 UTC,research,,https://www.inaturalist.org/observations/17499256,https://static.inaturalist.org/photos/26622232/medium.jpg,,"",,1,0,false,3,"1719 Fairntosh Dr, Fort Mill, SC, US",35.0262285328,-80.9145731172,1414,,,,1414,,open,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
17501705,Sun Oct 14 2018 13:25:26 GMT-0400 (EDT),2018-10-14,2018-10-14 17:25:26 UTC,Eastern Time (US & Canada),1277099,urvi,Urvi Kaushik,2018-10-14 17:26:15 UTC,2018-10-14 20:06:13 UTC,research,,https://www.inaturalist.org/observations/17501705,https://static.inaturalist.org/photos/26627060/medium.jpg,,"",,1,0,false,3,"Lettuce Lake Park, Tampa, FL, US",28.0733790435,-82.3756948114,5,,,,5,,open,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
17502868,Sat Oct 13 2018 11:27:08 GMT-0400 (EDT),2018-10-13,2018-10-13 15:27:08 UTC,Eastern Time (US & Canada),1164236,poojasingu,,2018-10-14 18:03:14 UTC,2018-10-15 04:16:47 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/17502868,https://inaturalist-open-data.s3.amazonaws.com/photos/26629142/medium.jpg,,"","Sunny weather , this organism was located in a forested area. The weather was clear with a low humidity as well as a temperature of 80 degrees Fahrenheit.",1,0,false,3,"12651 Morris Bridge Rd, Thonotosassa, FL, US",28.07515,-82.342055,10,,,,10,,open,false,,,Longleaf Pine,Pinus palustris,longleaf pine,Plantae,81901
17504291,Sat Oct 13 2018 16:03:38 GMT-0400 (EDT),2018-10-13,2018-10-13 20:03:38 UTC,Eastern Time (US & Canada),1166684,chadreid,,2018-10-14 18:48:18 UTC,2018-10-15 23:09:08 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/17504291,https://inaturalist-open-data.s3.amazonaws.com/photos/26631830/medium.jpg,,"",This was taken on a sunny day. Along a boardwalk following a river at park. 84 F temperature,1,0,false,3,"13401 Telecom Dr, Temple Terrace, FL, US",28.0686833333,-82.3704833333,10,,,,10,,open,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
17506711,Sun Oct 14 2018 12:43:20 GMT-0400 (EDT),2018-10-14,2018-10-14 16:43:20 UTC,Eastern Time (US & Canada),1164711,psykes99,Piper,2018-10-14 19:47:01 UTC,2018-10-15 00:21:52 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/17506711,https://inaturalist-open-data.s3.amazonaws.com/photos/26636414/medium.jpg,,"","Date: 10/14/18

Time: 12:43 PM

Location: USF Riverfront Park

Weather: Partly cloudy, humidity 58%, High of 32.2 C, Low of 31.1 C, 3.728 mph winds

Habitat: humid during summer to early fall months and dry during cooler winter months; river/swamp and woodland ecosystem

http://sfrc.ufl.edu/extension/4h/trees/Longleaf_pine/index.html

",1,0,false,3,"USF Riverfront Park, Tampa, FL, US",28.0700042795,-82.3784299099,81,,,,81,,open,false,,,Longleaf Pine,Pinus palustris,longleaf pine,Plantae,81901
17512089,Fri Oct 12 2018 13:37:25 GMT-0400 (EDT),2018-10-12,2018-10-12 17:37:25 UTC,Eastern Time (US & Canada),1161628,rtabbara,,2018-10-14 22:20:46 UTC,2018-10-18 02:11:53 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/17512089,https://inaturalist-open-data.s3.amazonaws.com/photos/26646874/medium.jpg,,"",The weather was warm and humid.,2,0,false,3,"Bill Fredrick Park at Turkey Lake, Orlando, FL, US",28.504765674,-81.4788920152,194,,,,194,,open,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
17514081,Sun Oct 14 2018 17:43:54 GMT-0500 (CDT),2018-10-14,2018-10-14 22:43:54 UTC,Central Time (US & Canada),1277773,tacosandrainbows,,2018-10-14 23:14:00 UTC,2022-06-20 23:51:09 UTC,research,,https://www.inaturalist.org/observations/17514081,https://static.inaturalist.org/photos/26650693/medium.jpg,,"",,1,0,false,3,"32583, Milton, FL, US",30.693016613,-86.8866342565,92417,,,,92417,,,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
17514225,Sun Oct 14 2018 15:43:20 GMT-0400 (EDT),2018-10-14,2018-10-14 19:43:20 UTC,Eastern Time (US & Canada),1162740,camille71,Camille Rios-Anzola,2018-10-14 23:18:50 UTC,2019-01-07 04:01:22 UTC,research,,https://www.inaturalist.org/observations/17514225,https://static.inaturalist.org/photos/26651077/medium.jpg,,"","Taken in Kissimmee, FL at Shingle Creek Regional Park. The weather was sunny with a few clouds in the sky, it was humid and 90 degrees Fahrenheit. The pine tree stood out as one of the tallest among smaller palm trees.",1,0,false,3,"4280 W Vine St, Kissimmee, FL, US",28.3015783333,-81.45247,5,,,,5,,open,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
17515599,2018/10/08 12:11 PM EDT,2018-10-08,2018-10-08 16:11:00 UTC,Eastern Time (US & Canada),1161895,tienpham3221,,2018-10-14 23:54:22 UTC,2018-10-17 03:20:19 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/17515599,https://inaturalist-open-data.s3.amazonaws.com/photos/26649203/medium.jpg,,"","Overcast, hot day. Found in the forest where pine cones were scattered around and the leaves were long, skinny, and pointy.",1,0,false,,"Lutz, FL, USA",28.0943468502,-82.4376451117,15,,,,15,,open,false,,,Longleaf Pine,Pinus palustris,longleaf pine,Plantae,81901
17515752,Sun Oct 14 2018 09:59:59 GMT-0400 (EDT),2018-10-14,2018-10-14 13:59:59 UTC,Eastern Time (US & Canada),1164866,makebap,"",2018-10-14 23:57:31 UTC,2020-10-19 01:37:20 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/17515752,https://inaturalist-open-data.s3.amazonaws.com/photos/26653875/medium.jpg,,"",This was taken on October 14th at 9:59 am in Eagle lake park. It was sunny and the temperature was around 77 degrees.,1,0,false,3,"Eagle Lake Park, Largo, FL, US",27.9364188635,-82.7650127593,976,,,,976,,open,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
17516842,2018/10/12 3:46 PM HST,2018-10-12,2018-10-13 01:46:00 UTC,Hawaii,1164245,sadiakapadia,,2018-10-15 00:26:08 UTC,2018-10-15 06:24:52 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/17516842,https://inaturalist-open-data.s3.amazonaws.com/photos/26655151/medium.jpeg,,"","This specimen was observed on a sunny afternoon (87 degrees Fahrenheit) in a wooded area in a natural preserve a bit isolated from the other wooded specimens. It is identified as a Longleaf Pine as it is a long-lived, native, evergreen conifer with course, scaly bark. Needles are a distinctive characteristic; they are in bundles of 3, shiny, dark green, and 8 to 15 inches long. Cones are 6 to 10 inches long, and somewhat cylindrical. Longleaf pine, is found in the Atlantic and Gulf coastal plains from southeastern Virginia to central Florida and west to eastern Texas, and in the Piedmont region and Valley and Ridge province of Georgia and Alabama.
http://scienceviews.com/plants/longleafpine.html",1,0,false,,"6920 E Fletcher Ave, Tampa, FL 33637, USA",28.073871,-82.3753763,200,,,,200,,open,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
17517169,Sun Oct 14 2018 14:51:59 GMT-0400 (EDT),2018-10-14,2018-10-14 18:51:59 UTC,Eastern Time (US & Canada),1156362,rsmith46,,2018-10-15 00:35:36 UTC,2018-10-16 10:58:22 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/17517169,https://inaturalist-open-data.s3.amazonaws.com/photos/26656490/medium.jpg,,"",It was 91°F and partially cloudy. The weather was humid and the species was observed in a forest-wetland area.  ,1,0,false,3,"Lettuce Lake Park, Tampa, FL, US",28.07355,-82.372055,6,,,,6,,open,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
17517942,Sun Oct 14 2018 10:15:29 GMT-0400 (EDT),2018-10-14,2018-10-14 14:15:29 UTC,Eastern Time (US & Canada),1169543,orupert1,,2018-10-15 00:55:35 UTC,2018-10-16 19:57:03 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/17517942,https://inaturalist-open-data.s3.amazonaws.com/photos/26658059/medium.jpg,,"",,1,0,false,3,"Lettuce Lake Park, Tampa, FL, US",28.07485,-82.3711866667,10,,,,10,,open,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
17518217,Tue Oct 09 2018 18:02:16 GMT-0400 (EDT),2018-10-09,2018-10-09 22:02:16 UTC,Eastern Time (US & Canada),1164547,afranco6,,2018-10-15 01:03:38 UTC,2018-10-15 02:39:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/17518217,https://inaturalist-open-data.s3.amazonaws.com/photos/26658600/medium.jpg,,"","Seen on 10/9/18 in lettuce lake park, 80 degrees F with no precipitation and no wind, this was determined to be a pine tree based on the pine cones surrounding the base of the tree. ",1,0,false,3,"Lettuce Lake Park, Tampa, FL, US",28.0720416667,-82.3721166667,22,,,,22,,open,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
17520706,Sat Oct 13 2018 14:25:51 GMT-0400 (EDT),2018-10-13,2018-10-13 18:25:51 UTC,Eastern Time (US & Canada),1164472,lbreck0812,,2018-10-15 02:31:53 UTC,2018-10-15 04:38:27 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/17520706,https://inaturalist-open-data.s3.amazonaws.com/photos/26663872/medium.jpg,,"","Seeded Vascular Plant- Gymnosperm

Temperature- 90 Degrees Fahrenheit

Habitat- Forest in Trout Creek Park

This is a long leaf pine because it was growing on sandy soil with rugged brown bark and slightly weeping needles",1,0,false,3,"12550 Morris Bridge Rd, Thonotosassa, FL, US",28.0772361667,-82.350555,6,,,,6,,open,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
17524015,2018-10-14 6:20:00 PM EDT,2018-10-14,2018-10-14 22:20:00 UTC,Eastern Time (US & Canada),1166030,alexv1,"",2018-10-15 04:53:44 UTC,2022-06-20 23:51:14 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/17524015,https://inaturalist-open-data.s3.amazonaws.com/photos/26670331/medium.jpeg,,"",The climate was very hot with a lot of sun and generally pretty dry weather. The organism was found in an apartment complex at temperatures of around 85 °F.,1,0,false,2,"12550 Morris Bridge Rd, Thonotosassa, FL 33592, USA",28.0751533508,-82.342048645,,,,,,,,false,gps,gps,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
17531683,Sun Oct 14 2018 16:08:21 GMT-0400 (EDT),2018-10-14,2018-10-14 20:08:21 UTC,Eastern Time (US & Canada),1169652,ndavis,,2018-10-15 15:08:43 UTC,2022-09-17 02:58:21 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/17531683,https://inaturalist-open-data.s3.amazonaws.com/photos/26685760/medium.jpg,,"",This pine was found fallen from a tree on the forest floor. The weather was very hot and the temperature was about 91 degrees.,1,0,false,3,"USF Riverfront Park, Tampa, FL, US",28.0699693756,-82.3799179105,22,,,,22,,,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
17532610,2018/10/14 2:40 PM EDT,2018-10-14,2018-10-14 18:40:00 UTC,Eastern Time (US & Canada),1162424,emileeb67,,2018-10-15 15:39:20 UTC,2018-10-22 16:35:15 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/17532610,https://inaturalist-open-data.s3.amazonaws.com/photos/26687448/medium.jpeg,,"","If you look closely enough there are a couple of cones still attached to the tree, which told me it was a pine tree. It was on the side of a nature trail. It was sunny with little cloud coverage and about 90 degrees at the time of observation. ",2,0,false,,"Hillsborough County, FL, USA",28.0724805556,-82.3712472222,5,,,,5,,open,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
17545552,Mon Oct 15 2018 11:35:31 GMT-0400 (EDT),2018-10-15,2018-10-15 15:35:31 UTC,Eastern Time (US & Canada),1164399,patelkirtan813,,2018-10-15 23:56:38 UTC,2018-10-18 01:58:48 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/17545552,https://inaturalist-open-data.s3.amazonaws.com/photos/26712037/medium.jpg,,"","Found at lettuce lake park on the trail. Weather was sunny and temperatures around 90 degrees F and winds were at 4.35mph S. This was a very tall tree and the leaves looked like needles sticking out of the stems. 

https://www.nwf.org/Educational-Resources/Wildlife-Guide/Plants-and-Fungi/Longleaf-Pine",1,0,false,3,"Lettuce Lake Park, Tampa, FL, US",28.0729471667,-82.3704833333,5,,,,5,,open,false,,,Longleaf Pine,Pinus palustris,longleaf pine,Plantae,81901
17552191,Sat Oct 13 2018 16:48:07 GMT-0400 (EDT),2018-10-13,2018-10-13 20:48:07 UTC,Eastern Time (US & Canada),1167100,kameronm,,2018-10-16 05:44:06 UTC,2021-06-13 04:14:52 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/17552191,https://inaturalist-open-data.s3.amazonaws.com/photos/26724639/medium.jpg,,"",,1,0,false,3,"1800–1998 Sinclair Hills Rd, Lutz, FL, US",28.0922445,-82.4386666667,5,,,,5,,open,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
17562819,Tue Oct 16 2018 09:57:01 GMT-0400 (EDT),2018-10-16,2018-10-16 13:57:01 UTC,Eastern Time (US & Canada),1162695,rvosler,,2018-10-16 13:58:07 UTC,2018-10-16 20:39:29 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/17562819,https://inaturalist-open-data.s3.amazonaws.com/photos/26733384/medium.jpg,,"",,1,0,false,3,"10019 Takomah Trl, Tampa, FL, US",28.0416634307,-82.4019569904,5,,,,5,,open,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
17576100,Tue Oct 16 2018 16:54:46 GMT-0400 (EDT),2018-10-16,2018-10-16 20:54:46 UTC,Eastern Time (US & Canada),1166058,catherinengu,,2018-10-16 21:08:34 UTC,2018-11-25 13:12:51 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/17576100,https://inaturalist-open-data.s3.amazonaws.com/photos/26755529/medium.jpg,,"",The climate was sunny and hot. The temperature was 91 degrees Fahrenheit. The environment was in a park. The plant was identified with its long skinny needles and cones.,1,0,false,3,"Fossil Park, Saint Petersburg, FL, US",27.834755,-82.6442333333,5,,,,5,,open,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
17577076,Tue Oct 16 2018 17:39:01 GMT-0400 (EDT),2018-10-16,2018-10-16 21:39:01 UTC,Eastern Time (US & Canada),1168933,afilgueira,,2018-10-16 21:48:34 UTC,2018-10-16 23:19:43 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/17577076,https://inaturalist-open-data.s3.amazonaws.com/photos/26757825/medium.jpg,,"",,1,0,false,3,"20135–20199 Nob Oak Ave, Tampa, FL, US",28.1613888333,-82.3468166667,10,,,,10,,open,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
17578211,Tue Oct 16 2018 16:58:17 GMT-0400 (EDT),2018-10-16,2018-10-16 20:58:17 UTC,Eastern Time (US & Canada),1175343,khendricks2,,2018-10-16 22:30:10 UTC,2018-10-24 18:28:03 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/17578211,https://inaturalist-open-data.s3.amazonaws.com/photos/26759814/medium.jpg,,"",Partly cloudy around 85 degrees Fahrenheit suburban area,1,0,false,3,"10519–10587 Southern Pointe Blvd, Riverview, FL, US",27.8129783333,-82.334725,50,,,,50,,open,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
17585241,Sat Oct 13 2018 18:13:04 GMT-0400 (EDT),2018-10-13,2018-10-13 22:13:04 UTC,Eastern Time (US & Canada),1160561,snarine01,,2018-10-17 03:45:53 UTC,2020-10-05 02:46:15 UTC,research,,https://www.inaturalist.org/observations/17585241,https://static.inaturalist.org/photos/26773185/medium.jpg,,"","This long leaf pine was found on a sunny, 86 degrees Fahrenheit day in Lake Lawne Park in a suburban section of Orlando, Florida at 6:13.  These conifers are characterized by a comical shape of branch growth extending approximately 28 inches, the having of pine cones, and having a height range of 80-100 feet tall.  Given that the observation seems to exhibit all of the most common characteristics of the short leaf pine plant outlined previously based on information obtained from multiple sources by extending outwards similarly and being approximately 90 feet tall with pointed and bladed leaves, the identification is justified.  The sources utilized can be found at the following links: https://www.arborday.org/trees/treeguide/treeDetail.cfm?id=165 (The Arbor Day Foundation) and https://plants.usda.gov/factsheet/pdf/fs_pipa2.pdf (USDA plant fact sheet).  
Note: This observation was first identified as a shortleaf pine, but after carrying out more research, it was determined that the extension range of a longleaf pine was more aligned with the observation than that of a shortleaf pine tree. ",1,0,false,3,"3877 Watch Hill Rd, Orlando, FL, US",28.5915617378,-81.4453227596,173,,,,173,,open,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
17589039,2018/10/14 5:45 PM EDT,2018-10-14,2018-10-14 21:45:00 UTC,Eastern Time (US & Canada),947744,daniel_e,Daniel Estabrooks,2018-10-17 10:28:29 UTC,2021-09-30 01:34:35 UTC,research,CC0,https://www.inaturalist.org/observations/17589039,https://static.inaturalist.org/photos/26780221/medium.jpg,,"",Most needles in bundles of three. The one needle I measured was ~33 cm long.,1,0,false,,"Polk County, FL, USA",27.9177439444,-81.5583306667,,,,,,,open,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
17590699,2018-10-16,2018-10-16,,Eastern Time (US & Canada),1172802,sdouridas,,2018-10-17 12:52:44 UTC,2018-10-18 01:51:17 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/17590699,https://inaturalist-open-data.s3.amazonaws.com/photos/26783324/medium.jpg,,"",Found in a dry area of a mostly humid forest.,1,0,false,,hammock park,28.031506,-82.778199,7,,,,7,,open,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
17591228,2018-10-17 9:29:24 AM EDT,2018-10-17,2018-10-17 13:29:24 UTC,Eastern Time (US & Canada),1172080,kcaraig,,2018-10-17 13:31:54 UTC,2018-10-18 22:05:16 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/17591228,https://inaturalist-open-data.s3.amazonaws.com/photos/26784366/medium.jpeg,,"","Found at a trail park near the suburban lake. Weather is 81° Identifiable by the needles and the cones that is underneath the tree.
needles are thin and flexible.

http://sfrc.ufl.edu/extension/4h/trees/Longleaf_pine/index.html ",1,0,false,2,"Unnamed Road, Largo, FL 33778, USA",27.87684944,-82.8073575,7,,,,7,,open,false,,,Longleaf Pine,Pinus palustris,longleaf pine,Plantae,81901
17594325,2018-10-01,2018-10-01,,Eastern Time (US & Canada),1155967,bwodicka,,2018-10-17 15:38:54 UTC,2020-11-18 17:28:50 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/17594325,https://inaturalist-open-data.s3.amazonaws.com/photos/26789367/medium.jpeg,,"","http://florida.plantatlas.usf.edu/ (Links to an external site.)

This was taken on my adventure at Withalacoochee River State Park one sunny, windy evening. This was taken around 5pm. Based on the bark of the tree and the needles, I would say it is a white pine.",1,0,false,,"Pasco County, US-FL, US",28.347029,-82.228668,3746,,,,3746,,open,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
17597991,Wed Oct 17 2018 10:48:30 GMT-0400 (EDT),2018-10-17,2018-10-17 14:48:30 UTC,Eastern Time (US & Canada),1171857,chantelleveg,,2018-10-17 17:45:13 UTC,2021-06-13 04:16:27 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/17597991,https://inaturalist-open-data.s3.amazonaws.com/photos/26795696/medium.jpg,,"",,1,0,false,3,"Lettuce Lake Park, Tampa, FL, US",28.0714555,-82.3729633333,8,,,,8,,open,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
17599382,Wed Oct 17 2018 14:31:24 GMT-0400 (EDT),2018-10-17,2018-10-17 18:31:24 UTC,Eastern Time (US & Canada),1279006,lakec042,,2018-10-17 18:32:40 UTC,2021-06-13 04:22:36 UTC,research,,https://www.inaturalist.org/observations/17599382,https://static.inaturalist.org/photos/26798224/medium.jpg,,"",,1,0,false,3,"29101, Mc Bee, SC, US",34.5042900229,-80.225287797,5,,,,5,,open,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
17599980,2018-10-17 10:48:30,2018-10-17,2018-10-17 17:48:30 UTC,Pacific Time (US & Canada),1171857,chantelleveg,,2018-10-17 18:51:15 UTC,2018-10-18 14:05:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/17599980,https://inaturalist-open-data.s3.amazonaws.com/photos/26799159/medium.jpg,,"",https://www.discoverlife.org/mp/20q?guide=Trees&cl=US/FL,1,0,false,,lettuce lake park ,28.0714555556,-82.3729638889,,,,,,,open,false,,,Longleaf Pine,Pinus palustris,longleaf pine,Plantae,81901
17609582,Fri Sep 28 2018 16:50:52 GMT-0400 (EDT),2018-09-28,2018-09-28 20:50:52 UTC,Eastern Time (US & Canada),1167280,jhanvipatel,,2018-10-18 00:59:44 UTC,2018-10-18 16:02:30 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/17609582,https://inaturalist-open-data.s3.amazonaws.com/photos/26816944/medium.jpg,,"","This plant was found in a forest area at Lettuce lake park on October, and easily identified as a gymnosperm because it’s a vascular and due to its presence of cones near the tree. The weather conditions were humid, hot around 93 degrees Fahrenheit. ",1,0,false,3,"Lettuce Lake Park, Tampa, FL, US",28.0717089441,-82.3721903966,130,,,,130,,open,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
