Date,Hour,Minute,Air temperature ,
03/28/2003 07:00:00,7,0,25.9,
03/28/2003 07:15:00,7,15,25.8,
03/28/2003 07:30:00,7,30,25.8,
03/28/2003 07:45:00,7,45,25.7,
03/28/2003 08:00:00,8,0,25.7,
03/28/2003 08:15:00,8,15,24.9,
03/28/2003 08:30:00,8,30,24.9,
03/28/2003 08:45:00,8,45,25.4,
03/28/2003 09:00:00,9,0,25.2,
03/28/2003 09:15:00,9,15,25.2,
03/28/2003 09:30:00,9,30,25.1,
03/28/2003 09:45:00,9,45,25.1,
03/28/2003 10:00:00,10,0,25,
03/28/2003 10:15:00,10,15,25,
03/28/2003 10:30:00,10,30,25,
03/28/2003 10:45:00,10,45,24.8,
03/28/2003 11:00:00,11,0,24.7,
03/28/2003 11:15:00,11,15,24.9,
03/28/2003 11:30:00,11,30,24.5,
03/28/2003 11:45:00,11,45,24.8,
03/28/2003 12:00:00,12,0,24.8,
03/28/2003 12:15:00,12,15,24.6,
03/28/2003 12:30:00,12,30,25.6,
03/28/2003 12:45:00,12,45,24.9,
03/28/2003 13:00:00,13,0,24.8,
03/28/2003 13:15:00,13,15,24.5,
03/28/2003 13:30:00,13,30,25,
03/28/2003 13:45:00,13,45,25.1,
03/28/2003 14:00:00,14,0,25.7,
03/28/2003 14:15:00,14,15,25.1,
03/28/2003 14:30:00,14,30,25.6,
03/28/2003 14:45:00,14,45,25.1,
03/28/2003 15:00:00,15,0,25.2,
03/28/2003 15:15:00,15,15,25.5,
03/28/2003 15:30:00,15,30,25.3,
03/28/2003 15:45:00,15,45,25.6,
03/28/2003 16:00:00,16,0,25.4,
03/28/2003 16:15:00,16,15,25.7,
03/28/2003 16:30:00,16,30,25.3,
03/28/2003 16:45:00,16,45,25.5,
03/28/2003 17:00:00,17,0,25.3,
03/28/2003 17:15:00,17,15,25.6,
03/28/2003 17:30:00,17,30,25.5,
03/28/2003 17:45:00,17,45,26.1,
03/28/2003 18:00:00,18,0,26,
03/28/2003 18:15:00,18,15,25.9,
03/28/2003 18:30:00,18,30,25.4,
03/28/2003 18:45:00,18,45,25.3,
03/28/2003 19:00:00,19,0,25.5,
03/28/2003 19:15:00,19,15,25.6,
03/28/2003 19:30:00,19,30,25,
03/28/2003 19:45:00,19,45,25.2,
03/28/2003 20:00:00,20,0,25.6,
03/28/2003 20:15:00,20,15,25.3,
03/28/2003 20:30:00,20,30,24.9,
03/28/2003 20:45:00,20,45,24.8,
03/28/2003 21:00:00,21,0,24.9,
03/28/2003 21:15:00,21,15,25.1,
03/28/2003 21:30:00,21,30,25.1,
03/28/2003 21:45:00,21,45,24.9,
03/28/2003 22:00:00,22,0,25.1,
03/28/2003 22:15:00,22,15,24.1,
03/28/2003 22:30:00,22,30,22.7,
03/28/2003 22:45:00,22,45,20.8,
03/28/2003 23:00:00,23,0,19.1,
03/28/2003 23:15:00,23,15,16.7,
03/28/2003 23:30:00,23,30,14.8,
03/28/2003 23:45:00,23,45,13.4,
03/29/2003 00:00:00,0,0,12.4,
03/29/2003 00:15:00,0,15,11.6,
03/29/2003 00:30:00,0,30,11,
03/29/2003 00:45:00,0,45,10.6,
03/29/2003 01:00:00,1,0,10.3,
03/29/2003 01:15:00,1,15,10,
03/29/2003 01:30:00,1,30,9.9,
03/29/2003 01:45:00,1,45,10.2,
03/29/2003 02:00:00,2,0,10.1,
03/29/2003 02:15:00,2,15,9.9,
03/29/2003 02:30:00,2,30,10.4,
03/29/2003 02:45:00,2,45,10.3,
03/29/2003 03:00:00,3,0,10.2,
03/29/2003 03:15:00,3,15,10.1,
03/29/2003 03:30:00,3,30,10,
03/29/2003 03:45:00,3,45,9.9,
03/29/2003 04:00:00,4,0,9.8,
03/29/2003 04:15:00,4,15,10,
03/29/2003 04:30:00,4,30,13.5,
03/29/2003 04:45:00,4,45,15.1,
03/29/2003 05:00:00,5,0,17.3,
03/29/2003 05:15:00,5,15,18.9,
03/29/2003 05:30:00,5,30,21,
03/29/2003 05:45:00,5,45,22.2,
03/29/2003 06:00:00,6,0,24.3,
03/29/2003 06:15:00,6,15,25.7,
03/29/2003 06:30:00,6,30,26.2,
03/29/2003 06:45:00,6,45,25.8,
03/29/2003 07:00:00,7,0,26,
03/29/2003 07:15:00,7,15,25.6,
03/29/2003 07:30:00,7,30,25.3,
03/29/2003 07:45:00,7,45,25.6,
03/29/2003 08:00:00,8,0,25.6,
03/29/2003 08:15:00,8,15,25.3,
03/29/2003 08:30:00,8,30,25.5,
03/29/2003 08:45:00,8,45,24.4,
03/29/2003 09:00:00,9,0,24.4,
03/29/2003 09:15:00,9,15,24.6,
03/29/2003 09:30:00,9,30,24.5,
03/29/2003 09:45:00,9,45,25,
03/29/2003 10:00:00,10,0,24.8,
03/29/2003 10:15:00,10,15,25,
03/29/2003 10:30:00,10,30,25.1,
03/29/2003 10:45:00,10,45,25.6,
03/29/2003 11:00:00,11,0,26.9,
03/29/2003 11:15:00,11,15,28.1,
03/29/2003 11:30:00,11,30,28.9,
03/29/2003 11:45:00,11,45,29.3,
03/29/2003 12:00:00,12,0,30.2,
03/29/2003 12:15:00,12,15,30.6,
03/29/2003 12:30:00,12,30,30.9,
03/29/2003 12:45:00,12,45,30.6,
03/29/2003 13:00:00,13,0,31,
03/29/2003 13:15:00,13,15,31.5,
03/29/2003 13:30:00,13,30,31.3,
03/29/2003 13:45:00,13,45,31.4,
03/29/2003 14:00:00,14,0,30.5,
03/29/2003 14:15:00,14,15,30.6,
03/29/2003 14:30:00,14,30,31.1,
03/29/2003 14:45:00,14,45,31.2,
03/29/2003 15:00:00,15,0,31.2,
03/29/2003 15:15:00,15,15,31.3,
03/29/2003 15:30:00,15,30,30.9,
03/29/2003 15:45:00,15,45,30.7,
03/29/2003 16:00:00,16,0,30.9,
03/29/2003 16:15:00,16,15,30.4,
03/29/2003 16:30:00,16,30,29.9,
03/29/2003 16:45:00,16,45,29.7,
03/29/2003 17:00:00,17,0,29.5,
03/29/2003 17:15:00,17,15,29.1,
03/29/2003 17:30:00,17,30,28.4,
03/29/2003 17:45:00,17,45,28.2,
03/29/2003 18:00:00,18,0,27.7,
03/29/2003 18:15:00,18,15,26.8,
03/29/2003 18:30:00,18,30,24.3,
03/29/2003 18:45:00,18,45,24.7,
03/29/2003 19:00:00,19,0,25.6,
03/29/2003 19:15:00,19,15,25.9,
03/29/2003 19:30:00,19,30,25.7,
03/29/2003 19:45:00,19,45,25.9,
03/29/2003 20:00:00,20,0,25.7,
03/29/2003 20:15:00,20,15,26.1,
03/29/2003 20:30:00,20,30,26.1,
03/29/2003 20:45:00,20,45,26.5,
03/29/2003 21:00:00,21,0,26,
03/29/2003 21:15:00,21,15,26.1,
03/29/2003 21:30:00,21,30,25.9,
03/29/2003 21:45:00,21,45,25.7,
03/29/2003 22:00:00,22,0,26.4,
03/29/2003 22:15:00,22,15,24.7,
03/29/2003 22:30:00,22,30,24.2,
03/29/2003 22:45:00,22,45,21.8,
03/29/2003 23:00:00,23,0,20.1,
03/29/2003 23:15:00,23,15,18.5,
03/29/2003 23:30:00,23,30,16.9,
03/29/2003 23:45:00,23,45,16.3,
03/30/2003 00:00:00,0,0,15.8,
03/30/2003 00:15:00,0,15,15.2,
03/30/2003 00:30:00,0,30,14.9,
03/30/2003 00:45:00,0,45,14.7,
03/30/2003 01:00:00,1,0,14.4,
03/30/2003 01:15:00,1,15,14.3,
03/30/2003 01:30:00,1,30,14.1,
03/30/2003 01:45:00,1,45,14,
03/30/2003 02:00:00,2,0,13.9,
03/30/2003 02:15:00,2,15,13.8,
03/30/2003 02:30:00,2,30,13.5,
03/30/2003 02:45:00,2,45,13.3,
03/30/2003 03:00:00,3,0,13,
03/30/2003 03:15:00,3,15,12.5,
03/30/2003 03:30:00,3,30,12.1,
03/30/2003 03:45:00,3,45,11.9,
03/30/2003 04:00:00,4,0,11.6,
03/30/2003 04:15:00,4,15,11.3,
03/30/2003 04:30:00,4,30,11.8,
03/30/2003 04:45:00,4,45,14.9,
03/30/2003 05:00:00,5,0,17,
03/30/2003 05:15:00,5,15,18.5,
03/30/2003 05:30:00,5,30,21,
03/30/2003 05:45:00,5,45,22.5,
03/30/2003 06:00:00,6,0,24,
03/30/2003 06:15:00,6,15,25.6,
03/30/2003 06:30:00,6,30,26.2,
03/30/2003 06:45:00,6,45,26.1,
03/30/2003 07:00:00,7,0,25.8,
03/30/2003 07:15:00,7,15,25.8,
03/30/2003 07:30:00,7,30,26,
03/30/2003 07:45:00,7,45,25.3,
03/30/2003 08:00:00,8,0,25.4,
03/30/2003 08:15:00,8,15,25.1,
03/30/2003 08:30:00,8,30,25.5,
03/30/2003 08:45:00,8,45,24.9,
03/30/2003 09:00:00,9,0,24.6,
03/30/2003 09:15:00,9,15,25.4,
03/30/2003 09:30:00,9,30,25.1,
03/30/2003 09:45:00,9,45,24.9,
03/30/2003 10:00:00,10,0,25,
03/30/2003 10:15:00,10,15,25.5,
03/30/2003 10:30:00,10,30,25.4,
03/30/2003 10:45:00,10,45,26.1,
03/30/2003 11:00:00,11,0,26.9,
03/30/2003 11:15:00,11,15,28.3,
03/30/2003 11:30:00,11,30,29.5,
03/30/2003 11:45:00,11,45,29.6,
03/30/2003 12:00:00,12,0,30,
03/30/2003 12:15:00,12,15,30.5,
03/30/2003 12:30:00,12,30,30.6,
03/30/2003 12:45:00,12,45,28.8,
03/30/2003 13:00:00,13,0,27.4,
03/30/2003 13:15:00,13,15,27.2,
03/30/2003 13:30:00,13,30,27.3,
03/30/2003 13:45:00,13,45,27.9,
03/30/2003 14:00:00,14,0,28.5,
03/30/2003 14:15:00,14,15,28.9,
03/30/2003 14:30:00,14,30,28.6,
03/30/2003 14:45:00,14,45,27.7,
03/30/2003 15:00:00,15,0,27,
03/30/2003 15:15:00,15,15,27,
03/30/2003 15:30:00,15,30,27.3,
03/30/2003 15:45:00,15,45,27,
03/30/2003 16:00:00,16,0,26.5,
03/30/2003 16:15:00,16,15,25.6,
03/30/2003 16:30:00,16,30,24.8,
03/30/2003 16:45:00,16,45,24.8,
03/30/2003 17:00:00,17,0,24.6,
03/30/2003 17:15:00,17,15,24,
03/30/2003 17:30:00,17,30,24.4,
03/30/2003 17:45:00,17,45,25.2,
03/30/2003 18:00:00,18,0,24.9,
03/30/2003 18:15:00,18,15,24.6,
03/30/2003 18:30:00,18,30,25.2,
03/30/2003 18:45:00,18,45,25.7,
03/30/2003 19:00:00,19,0,26,
03/30/2003 19:15:00,19,15,26.3,
03/30/2003 19:30:00,19,30,26.2,
03/30/2003 19:45:00,19,45,26.1,
03/30/2003 20:00:00,20,0,25.7,
03/30/2003 20:15:00,20,15,25.6,
03/30/2003 20:30:00,20,30,25.9,
03/30/2003 20:45:00,20,45,25.6,
03/30/2003 21:00:00,21,0,25.7,
03/30/2003 21:15:00,21,15,25.1,
03/30/2003 21:30:00,21,30,25.7,
03/30/2003 21:45:00,21,45,25.8,
03/30/2003 22:00:00,22,0,25.6,
03/30/2003 22:15:00,22,15,25.1,
03/30/2003 22:30:00,22,30,22.3,
03/30/2003 22:45:00,22,45,20.8,
03/30/2003 23:00:00,23,0,18.7,
03/30/2003 23:15:00,23,15,17.4,
03/30/2003 23:30:00,23,30,15.7,
03/30/2003 23:45:00,23,45,14.6,
03/31/2003 00:00:00,0,0,13.7,
03/31/2003 00:15:00,0,15,12.9,
03/31/2003 00:30:00,0,30,12.4,
03/31/2003 00:45:00,0,45,11.9,
03/31/2003 01:00:00,1,0,11.5,
03/31/2003 01:15:00,1,15,11.1,
03/31/2003 01:30:00,1,30,10.8,
03/31/2003 01:45:00,1,45,10.7,
03/31/2003 02:00:00,2,0,10.5,
03/31/2003 02:15:00,2,15,10.2,
03/31/2003 02:30:00,2,30,10,
03/31/2003 02:45:00,2,45,10.1,
03/31/2003 03:00:00,3,0,10.1,
03/31/2003 03:15:00,3,15,10,
03/31/2003 03:30:00,3,30,10.4,
03/31/2003 03:45:00,3,45,10.3,
03/31/2003 04:00:00,4,0,10,
03/31/2003 04:15:00,4,15,10.5,
03/31/2003 04:30:00,4,30,12.7,
03/31/2003 04:45:00,4,45,15.1,
03/31/2003 05:00:00,5,0,17.1,
03/31/2003 05:15:00,5,15,19.2,
03/31/2003 05:30:00,5,30,20.6,
03/31/2003 05:45:00,5,45,22.1,
03/31/2003 06:00:00,6,0,24,
03/31/2003 06:15:00,6,15,25.6,
03/31/2003 06:30:00,6,30,25.9,
03/31/2003 06:45:00,6,45,25.5,
03/31/2003 07:00:00,7,0,26.2,
03/31/2003 07:15:00,7,15,25.9,
03/31/2003 07:30:00,7,30,25.9,
03/31/2003 07:45:00,7,45,25.6,
03/31/2003 08:00:00,8,0,25.7,
03/31/2003 08:15:00,8,15,24.9,
03/31/2003 08:30:00,8,30,25.2,
03/31/2003 08:45:00,8,45,24.5,
03/31/2003 09:00:00,9,0,24.9,
03/31/2003 09:15:00,9,15,25.2,
03/31/2003 09:30:00,9,30,25,
03/31/2003 09:45:00,9,45,24.8,
03/31/2003 10:00:00,10,0,25.3,
03/31/2003 10:15:00,10,15,25.7,
03/31/2003 10:30:00,10,30,25.8,
03/31/2003 10:45:00,10,45,26.4,
03/31/2003 11:00:00,11,0,27.7,
03/31/2003 11:15:00,11,15,27.7,
03/31/2003 11:30:00,11,30,27.9,
03/31/2003 11:45:00,11,45,28.8,
03/31/2003 12:00:00,12,0,28.9,
03/31/2003 12:15:00,12,15,28.2,
03/31/2003 12:30:00,12,30,28.1,
03/31/2003 12:45:00,12,45,28.8,
03/31/2003 13:00:00,13,0,29,
03/31/2003 13:15:00,13,15,28.8,
03/31/2003 13:30:00,13,30,28.4,
03/31/2003 13:45:00,13,45,27.3,
03/31/2003 14:00:00,14,0,27.5,
03/31/2003 14:15:00,14,15,28.5,
03/31/2003 14:30:00,14,30,28.5,
03/31/2003 14:45:00,14,45,28.1,
03/31/2003 15:00:00,15,0,27.3,
03/31/2003 15:15:00,15,15,27,
03/31/2003 15:30:00,15,30,26.1,
03/31/2003 15:45:00,15,45,25.3,
03/31/2003 16:00:00,16,0,24.8,
03/31/2003 16:15:00,16,15,25.2,
03/31/2003 16:30:00,16,30,24.4,
03/31/2003 16:45:00,16,45,24.8,
03/31/2003 17:00:00,17,0,24.3,
03/31/2003 17:15:00,17,15,24.9,
03/31/2003 17:30:00,17,30,24.7,
03/31/2003 17:45:00,17,45,25.5,
03/31/2003 18:00:00,18,0,25.1,
03/31/2003 18:15:00,18,15,25.5,
03/31/2003 18:30:00,18,30,25.9,
03/31/2003 18:45:00,18,45,25.3,
03/31/2003 19:00:00,19,0,25.2,
03/31/2003 19:15:00,19,15,25.5,
03/31/2003 19:30:00,19,30,25.8,
03/31/2003 19:45:00,19,45,25,
03/31/2003 20:00:00,20,0,25.2,
03/31/2003 20:15:00,20,15,25.8,
03/31/2003 20:30:00,20,30,25.1,
03/31/2003 20:45:00,20,45,25.2,
03/31/2003 21:00:00,21,0,24.9,
03/31/2003 21:15:00,21,15,25.7,
03/31/2003 21:30:00,21,30,25.3,
03/31/2003 21:45:00,21,45,25.8,
03/31/2003 22:00:00,22,0,25,
03/31/2003 22:15:00,22,15,24.6,
03/31/2003 22:30:00,22,30,22.5,
03/31/2003 22:45:00,22,45,20.9,
03/31/2003 23:00:00,23,0,19.8,
03/31/2003 23:15:00,23,15,19.1,
03/31/2003 23:30:00,23,30,18.5,
03/31/2003 23:45:00,23,45,18.1,
04/01/2003 00:00:00,0,0,17.5,
04/01/2003 00:15:00,0,15,16.7,
04/01/2003 00:30:00,0,30,16.3,
04/01/2003 00:45:00,0,45,15.9,
04/01/2003 01:00:00,1,0,15.6,
04/01/2003 01:15:00,1,15,15.2,
04/01/2003 01:30:00,1,30,14.8,
04/01/2003 01:45:00,1,45,14.7,
04/01/2003 02:00:00,2,0,14.5,
04/01/2003 02:15:00,2,15,14.3,
04/01/2003 02:30:00,2,30,14.1,
04/01/2003 02:45:00,2,45,13.9,
04/01/2003 03:00:00,3,0,13.7,
04/01/2003 03:15:00,3,15,13.5,
04/01/2003 03:30:00,3,30,13.3,
04/01/2003 03:45:00,3,45,13.2,
04/01/2003 04:00:00,4,0,12.9,
04/01/2003 04:15:00,4,15,12.6,
04/01/2003 04:30:00,4,30,12.6,
04/01/2003 04:45:00,4,45,14.4,
04/01/2003 05:00:00,5,0,16.6,
04/01/2003 05:15:00,5,15,18,
04/01/2003 05:30:00,5,30,21.1,
04/01/2003 05:45:00,5,45,22.8,
04/01/2003 06:00:00,6,0,24.7,
04/01/2003 06:15:00,6,15,25.8,
04/01/2003 06:30:00,6,30,25.6,
04/01/2003 06:45:00,6,45,25.2,
04/01/2003 07:00:00,7,0,25.6,
04/01/2003 07:15:00,7,15,26.1,
04/01/2003 07:30:00,7,30,25.4,
04/01/2003 07:45:00,7,45,25.8,
04/01/2003 08:00:00,8,0,25.2,
04/01/2003 08:15:00,8,15,25.6,
04/01/2003 08:30:00,8,30,25.4,
04/01/2003 08:45:00,8,45,24.8,
04/01/2003 09:00:00,9,0,24.8,
04/01/2003 09:15:00,9,15,25,
04/01/2003 09:30:00,9,30,24.9,
04/01/2003 09:45:00,9,45,25.1,
04/01/2003 10:00:00,10,0,24.9,
04/01/2003 10:15:00,10,15,24.8,
04/01/2003 10:30:00,10,30,24.8,
04/01/2003 10:45:00,10,45,24.8,
04/01/2003 11:00:00,11,0,25,
04/01/2003 11:15:00,11,15,25.2,
04/01/2003 11:30:00,11,30,25.2,
04/01/2003 11:45:00,11,45,25.7,
04/01/2003 12:00:00,12,0,26.1,
04/01/2003 12:15:00,12,15,25.9,
04/01/2003 12:30:00,12,30,26.2,
04/01/2003 12:45:00,12,45,26.1,
04/01/2003 13:00:00,13,0,27.5,
04/01/2003 13:15:00,13,15,28.9,
04/01/2003 13:30:00,13,30,28.6,
04/01/2003 13:45:00,13,45,29.7,
04/01/2003 14:00:00,14,0,31,
04/01/2003 14:15:00,14,15,30.6,
04/01/2003 14:30:00,14,30,26.6,
04/01/2003 14:45:00,14,45,27.8,
04/01/2003 15:00:00,15,0,29.1,
04/01/2003 15:15:00,15,15,32.6,
04/01/2003 15:30:00,15,30,32.7,
04/01/2003 15:45:00,15,45,32.5,
04/01/2003 16:00:00,16,0,33.9,
04/01/2003 16:15:00,16,15,34.1,
04/01/2003 16:30:00,16,30,32.3,
04/01/2003 16:45:00,16,45,28.8,
04/01/2003 17:00:00,17,0,28.6,
04/01/2003 17:15:00,17,15,29.8,
04/01/2003 17:30:00,17,30,29.1,
04/01/2003 17:45:00,17,45,28.8,
04/01/2003 18:00:00,18,0,28,
04/01/2003 18:15:00,18,15,26.8,
04/01/2003 18:30:00,18,30,26.3,
04/01/2003 18:45:00,18,45,24.9,
04/01/2003 19:00:00,19,0,24.6,
04/01/2003 19:15:00,19,15,24.3,
04/01/2003 19:30:00,19,30,24.5,
04/01/2003 19:45:00,19,45,24.7,
04/01/2003 20:00:00,20,0,25,
04/01/2003 20:15:00,20,15,25.7,
04/01/2003 20:30:00,20,30,25.1,
04/01/2003 20:45:00,20,45,25.4,
04/01/2003 21:00:00,21,0,25.1,
04/01/2003 21:15:00,21,15,25.3,
04/01/2003 21:30:00,21,30,26.7,
04/01/2003 21:45:00,21,45,25.2,
04/01/2003 22:00:00,22,0,25.7,
04/01/2003 22:15:00,22,15,25.7,
04/01/2003 22:30:00,22,30,23.3,
04/01/2003 22:45:00,22,45,22,
04/01/2003 23:00:00,23,0,21.2,
04/01/2003 23:15:00,23,15,20,
04/01/2003 23:30:00,23,30,18.4,
04/01/2003 23:45:00,23,45,17.5,
04/02/2003 00:00:00,0,0,16.9,
04/02/2003 00:15:00,0,15,16.1,
04/02/2003 00:30:00,0,30,15.6,
04/02/2003 00:45:00,0,45,15.1,
04/02/2003 01:00:00,1,0,14.7,
04/02/2003 01:15:00,1,15,14.5,
04/02/2003 01:30:00,1,30,14.3,
04/02/2003 01:45:00,1,45,14,
04/02/2003 02:00:00,2,0,13.8,
04/02/2003 02:15:00,2,15,13.6,
04/02/2003 02:30:00,2,30,13.4,
04/02/2003 02:45:00,2,45,13.2,
04/02/2003 03:00:00,3,0,13,
04/02/2003 03:15:00,3,15,12.8,
04/02/2003 03:30:00,3,30,12.6,
04/02/2003 03:45:00,3,45,12.5,
04/02/2003 04:00:00,4,0,12.3,
04/02/2003 04:15:00,4,15,12.2,
04/02/2003 04:30:00,4,30,12.6,
04/02/2003 04:45:00,4,45,14.5,
04/02/2003 05:00:00,5,0,16.4,
04/02/2003 05:15:00,5,15,18.2,
04/02/2003 05:30:00,5,30,20.2,
04/02/2003 05:45:00,5,45,22.3,
04/02/2003 06:00:00,6,0,25.1,
04/02/2003 06:15:00,6,15,27.1,
04/02/2003 06:30:00,6,30,26.8,
04/02/2003 06:45:00,6,45,26.4,
04/02/2003 07:00:00,7,0,26,
04/02/2003 07:15:00,7,15,26.7,
04/02/2003 07:30:00,7,30,25.8,
04/02/2003 07:45:00,7,45,25.3,
04/02/2003 08:00:00,8,0,25.4,
04/02/2003 08:15:00,8,15,25.4,
04/02/2003 08:30:00,8,30,25,
04/02/2003 08:45:00,8,45,24.2,
04/02/2003 09:00:00,9,0,24.8,
04/02/2003 09:15:00,9,15,24.6,
04/02/2003 09:30:00,9,30,25.1,
04/02/2003 09:45:00,9,45,24.8,
04/02/2003 10:00:00,10,0,24.9,
04/02/2003 10:15:00,10,15,24.7,
04/02/2003 10:30:00,10,30,25.4,
04/02/2003 10:45:00,10,45,24.6,
04/02/2003 11:00:00,11,0,25,
04/02/2003 11:15:00,11,15,26.8,
04/02/2003 11:30:00,11,30,25.5,
04/02/2003 11:45:00,11,45,24.9,
04/02/2003 12:00:00,12,0,25.4,
04/02/2003 12:15:00,12,15,25.6,
04/02/2003 12:30:00,12,30,26.3,
04/02/2003 12:45:00,12,45,27.1,
04/02/2003 13:00:00,13,0,26.7,
04/02/2003 13:15:00,13,15,26.6,
04/02/2003 13:30:00,13,30,27.1,
04/02/2003 13:45:00,13,45,28.3,
04/02/2003 14:00:00,14,0,29.2,
04/02/2003 14:15:00,14,15,30.2,
04/02/2003 14:30:00,14,30,31.3,
04/02/2003 14:45:00,14,45,31.9,
04/02/2003 15:00:00,15,0,32.1,
04/02/2003 15:15:00,15,15,31.5,
04/02/2003 15:30:00,15,30,28.6,
04/02/2003 15:45:00,15,45,27.1,
04/02/2003 16:00:00,16,0,26.4,
04/02/2003 16:15:00,16,15,25.6,
04/02/2003 16:30:00,16,30,25.2,
04/02/2003 16:45:00,16,45,25,
04/02/2003 17:00:00,17,0,25.3,
04/02/2003 17:15:00,17,15,25.6,
04/02/2003 17:30:00,17,30,25.4,
04/02/2003 17:45:00,17,45,24.6,
04/02/2003 18:00:00,18,0,24.9,
04/02/2003 18:15:00,18,15,24.7,
04/02/2003 18:30:00,18,30,25.2,
04/02/2003 18:45:00,18,45,25,
04/02/2003 19:00:00,19,0,25.2,
04/02/2003 19:15:00,19,15,24.8,
04/02/2003 19:30:00,19,30,24.9,
04/02/2003 19:45:00,19,45,25.4,
04/02/2003 20:00:00,20,0,24.9,
04/02/2003 20:15:00,20,15,26,
04/02/2003 20:30:00,20,30,25.1,
04/02/2003 20:45:00,20,45,25.4,
04/02/2003 21:00:00,21,0,25.4,
04/02/2003 21:15:00,21,15,25.8,
04/02/2003 21:30:00,21,30,25.2,
04/02/2003 21:45:00,21,45,25.1,
04/02/2003 22:00:00,22,0,25.9,
04/02/2003 22:15:00,22,15,25,
04/02/2003 22:30:00,22,30,22.6,
04/02/2003 22:45:00,22,45,21.6,
04/02/2003 23:00:00,23,0,18.8,
04/02/2003 23:15:00,23,15,17.1,
04/02/2003 23:30:00,23,30,16.1,
04/02/2003 23:45:00,23,45,15.3,
04/03/2003 00:00:00,0,0,14.7,
04/03/2003 00:15:00,0,15,14,
04/03/2003 00:30:00,0,30,13.6,
04/03/2003 00:45:00,0,45,13.4,
04/03/2003 01:00:00,1,0,13.2,
04/03/2003 01:15:00,1,15,13.1,
04/03/2003 01:30:00,1,30,13,
04/03/2003 01:45:00,1,45,12.9,
04/03/2003 02:00:00,2,0,12.8,
04/03/2003 02:15:00,2,15,12.5,
04/03/2003 02:30:00,2,30,12.3,
04/03/2003 02:45:00,2,45,12.1,
04/03/2003 03:00:00,3,0,11.9,
04/03/2003 03:15:00,3,15,11.8,
04/03/2003 03:30:00,3,30,11.7,
04/03/2003 03:45:00,3,45,11.5,
04/03/2003 04:00:00,4,0,11.4,
04/03/2003 04:15:00,4,15,11.2,
04/03/2003 04:30:00,4,30,12.6,
04/03/2003 04:45:00,4,45,14.5,
04/03/2003 05:00:00,5,0,16.4,
04/03/2003 05:15:00,5,15,18.2,
04/03/2003 05:30:00,5,30,20.4,
04/03/2003 05:45:00,5,45,22.3,
04/03/2003 06:00:00,6,0,24.6,
04/03/2003 06:15:00,6,15,26.2,
04/03/2003 06:30:00,6,30,26.3,
04/03/2003 06:45:00,6,45,26.3,
04/03/2003 07:00:00,7,0,26.1,
04/03/2003 07:15:00,7,15,26,
04/03/2003 07:30:00,7,30,25.9,
04/03/2003 07:45:00,7,45,25.6,
04/03/2003 08:00:00,8,0,25.6,
04/03/2003 08:15:00,8,15,25.1,
04/03/2003 08:30:00,8,30,25.2,
04/03/2003 08:45:00,8,45,25.5,
04/03/2003 09:00:00,9,0,25.1,
04/03/2003 09:15:00,9,15,25.2,
04/03/2003 09:30:00,9,30,25.1,
04/03/2003 09:45:00,9,45,24.4,
04/03/2003 10:00:00,10,0,24,
04/03/2003 10:15:00,10,15,24.4,
04/03/2003 10:30:00,10,30,24.6,
04/03/2003 10:45:00,10,45,24.6,
04/03/2003 11:00:00,11,0,24.7,
04/03/2003 11:15:00,11,15,24.7,
04/03/2003 11:30:00,11,30,25,
04/03/2003 11:45:00,11,45,25.1,
04/03/2003 12:00:00,12,0,24.7,
04/03/2003 12:15:00,12,15,25.1,
04/03/2003 12:30:00,12,30,25.3,
04/03/2003 12:45:00,12,45,25.1,
04/03/2003 13:00:00,13,0,25.2,
04/03/2003 13:15:00,13,15,25.1,
04/03/2003 13:30:00,13,30,24.6,
04/03/2003 13:45:00,13,45,24.8,
04/03/2003 14:00:00,14,0,25,
04/03/2003 14:15:00,14,15,25.3,
04/03/2003 14:30:00,14,30,25.1,
04/03/2003 14:45:00,14,45,24.8,
04/03/2003 15:00:00,15,0,24.6,
04/03/2003 15:15:00,15,15,25.4,
04/03/2003 15:30:00,15,30,24.9,
04/03/2003 15:45:00,15,45,25.6,
04/03/2003 16:00:00,16,0,24.8,
04/03/2003 16:15:00,16,15,25.9,
04/03/2003 16:30:00,16,30,26.2,
04/03/2003 16:45:00,16,45,25.8,
04/03/2003 17:00:00,17,0,25.6,
04/03/2003 17:15:00,17,15,26.1,
04/03/2003 17:30:00,17,30,26.5,
04/03/2003 17:45:00,17,45,26.2,
04/03/2003 18:00:00,18,0,26.4,
04/03/2003 18:15:00,18,15,26.2,
04/03/2003 18:30:00,18,30,26.2,
04/03/2003 18:45:00,18,45,25.4,
04/03/2003 19:00:00,19,0,24.8,
04/03/2003 19:15:00,19,15,24.6,
04/03/2003 19:30:00,19,30,25.3,
04/03/2003 19:45:00,19,45,24.7,
04/03/2003 20:00:00,20,0,24.8,
04/03/2003 20:15:00,20,15,24.9,
04/03/2003 20:30:00,20,30,24.9,
04/03/2003 20:45:00,20,45,25,
04/03/2003 21:00:00,21,0,25,
04/03/2003 21:15:00,21,15,25.2,
04/03/2003 21:30:00,21,30,24.7,
04/03/2003 21:45:00,21,45,25,
04/03/2003 22:00:00,22,0,25.2,
04/03/2003 22:15:00,22,15,24.3,
04/03/2003 22:30:00,22,30,22.8,
04/03/2003 22:45:00,22,45,20.8,
04/03/2003 23:00:00,23,0,18.8,
