row ID,row m/z,row retention time,LT-C4-1A.mzML crop_filtered_NEG Peak area,LT-C4-1B.mzML crop_filtered_NEG Peak area,LT-C4-1C.mzML crop_filtered_NEG Peak area,LT-C4-2A.mzML crop_filtered_NEG Peak area,LT-C4-2B.mzML crop_filtered_NEG Peak area,LT-C4-2C.mzML crop_filtered_NEG Peak area,LT-C4-3A.mzML crop_filtered_NEG Peak area,LT-C4-3B.mzML crop_filtered_NEG Peak area,LT-C4-3C.mzML crop_filtered_NEG Peak area,LT-C4-4A.mzML crop_filtered_NEG Peak area,LT-C4-4B.mzML crop_filtered_NEG Peak area,LT-C4-4C.mzML crop_filtered_NEG Peak area,LT-C4-5A.mzML crop_filtered_NEG Peak area,LT-C4-5B.mzML crop_filtered_NEG Peak area,LT-C4-5C.mzML crop_filtered_NEG Peak area,LT-C4-6A.mzML crop_filtered_NEG Peak area,LT-C4-6B.mzML crop_filtered_NEG Peak area,LT-C4-6C.mzML crop_filtered_NEG Peak area,LT-C4-7A.mzML crop_filtered_NEG Peak area,LT-C4-7B.mzML crop_filtered_NEG Peak area,LT-C4-7C.mzML crop_filtered_NEG Peak area,PROCBLANKA.mzML crop_filtered_NEG Peak area,PROCBLANKB.mzML crop_filtered_NEG Peak area,PROCBLANKC.mzML crop_filtered_NEG Peak area,zBLK02.mzML crop_filtered_NEG Peak area,zBLK03.mzML crop_filtered_NEG Peak area,zBLK04.mzML crop_filtered_NEG Peak area,zBLK05.mzML crop_filtered_NEG Peak area,zBLK06.mzML crop_filtered_NEG Peak area,zBLK07.mzML crop_filtered_NEG Peak area,
1697,321.13451712472096,5.281484014285715,0,0,0,5821441.799130858,7117679.815114006,7150493.811839551,784750.5533698531,846853.6488189087,776248.9848299781,0,0,0,0,0,0,1806356.8364280723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1698,206.97210998535155,5.256084133333333,2367840.8814696493,2211309.7203622907,2460796.5051401146,6477262.526933432,6115657.247854205,5147439.34169197,2333094.4867422692,1989668.811772684,2034159.656770642,2378900.123358713,2427576.816854103,2329253.881608694,2361697.236093039,2238224.1214877684,2701680.816619922,2735321.6358728097,2626620.7897569817,2619733.5160112334,1795958.0713232793,2153250.6768155564,2043836.2756559604,2171971.1999716396,2205438.880334674,1885966.7581680038,2346217.083189385,2132921.5317191705,1908386.402173741,2417222.655391928,2188168.501233089,1936193.8926785593,
1699,263.1291910807292,5.171366088888888,0,0,0,2424604.9559066547,2516185.8500695094,2638809.300645588,407523.679021872,470911.33402737393,475238.6979242834,0,0,0,0,0,0,0,0,0,628999.6127806939,613199.369460023,964590.7157556713,0,0,0,0,0,0,0,0,0,
1700,259.81612311469183,5.328915055555555,1285473.7921346233,1366832.1513033044,1303540.830795868,5198898.703939899,5342505.271618006,5749741.460865208,780021.0908754853,859424.857809115,872202.8079240293,695497.778559937,0,0,0,0,0,0,0,0,0,0,0,741353.7773838295,853672.3603630073,986357.6463692097,1043167.5504825471,969380.6415601624,819690.9285773688,818478.3428372124,738931.4769059606,0,
1701,243.1023212009006,3.7485967888888894,0,0,0,4692297.830583593,4797735.768968913,5421193.554336573,0,0,0,4667988.133146735,5399168.568269828,4832175.057924945,2241738.4104644987,1981241.55751884,2467862.4166383715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1702,381.155512491862,5.181592833333333,0,0,0,2185845.4878113754,2691010.9771558773,2898909.1007348574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1703,180.9723887125651,5.296921306666667,2288243.1089400924,2294329.4391450416,2191604.4415779887,4283436.406949527,5945677.481764588,5011098.771074273,2541715.140454633,2469644.7951679705,2452184.1304295603,2363650.839614065,2292630.321105482,2169788.598188635,2813029.227239057,2759826.4088025917,2615665.231450966,2549197.1512946635,2543186.859572206,2445235.48122473,1961536.6759557673,2083336.4122626507,1911157.5957252725,2000062.9780769034,2260957.0592489503,2401389.8736246126,2275410.8282614243,2403550.2691743295,2429080.627710517,2445575.9919250435,2116251.297674581,2428871.296344134,
1705,383.1349530901228,5.2714547,0,0,0,2362385.386329405,2054158.3723669737,2383485.2366020707,0,0,0,0,0,0,0,3375308.1008452573,0,2722775.738384806,2534513.3142121825,2375549.8470562524,0,0,0,0,0,0,0,0,0,0,0,0,
1707,289.1446228027344,5.181592833333333,0,0,0,1812887.846280057,2108286.657082798,2187508.5727617284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1708,348.1815948486328,5.274174166666667,0,0,0,2353810.9894879013,2275999.9739009575,2513410.4329429665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1709,389.1380360921224,5.281511666666667,0,0,0,2041743.1372502865,2326312.340775101,2310622.7467123857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1710,219.84505580021784,5.208176,1388908.80835092,1244250.5215135268,1228508.085254161,2045531.680394051,6966414.027151581,2092701.6881170403,0,1095661.616526399,1114451.5631757302,1006962.5350159905,0,970812.891740911,0,0,0,0,0,0,0,0,0,914665.1173724532,966008.0170721923,983954.2846157133,0,0,0,0,0,0,
1711,357.11119651794434,4.0184879875,0,0,0,2979577.400944197,2364162.3039690466,2979711.7477300605,561393.3399426808,0,371750.9696342462,3599615.9825806674,3833028.8680549376,4707621.748949362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1712,256.95501200358075,5.266815133333333,0,0,0,3289001.752042776,3299623.345175982,3162409.476487703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1713,353.12440999348956,5.181592833333333,0,0,0,1740725.047826213,1908200.3334669387,2044798.1187611816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1714,173.92525215148925,5.39443212,1316885.7020678679,1622675.6916511448,1479406.3383764043,4172321.4761999515,4836541.2128781155,4553988.7716874,1491158.2308164262,1306957.7043690744,1401960.1545460273,0,0,0,1732547.0665587245,1891313.125638821,1836505.6935236505,2156421.3502817596,2026768.2612036401,2111465.6236227853,1370598.7119859848,1502979.3637834503,1331528.8556092838,0,0,0,1211975.9116907609,0,1325213.09477016,0,0,0,
1715,421.1270039876302,5.274174166666667,0,0,0,2064265.8684255602,1761701.397449196,1577142.9804342373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1717,481.97628614637586,4.152146066666668,0,0,0,1886539.5796986653,1930998.6401367895,2161713.1047612554,2102362.9443351785,1847730.6129058548,2116596.431960085,4637639.209281385,5154773.102534356,5158259.794981935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1718,367.1876034206814,3.746104877777778,0,0,0,2523539.095912429,2530495.2511749417,2770405.0260438276,0,0,0,2645717.4679907877,3029128.1892764494,2702569.675415721,830554.4077735923,717442.8304484729,772539.295279678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1719,383.13481998443604,3.87238454375,0,0,0,2031581.509369771,2442681.1839451767,1954179.9756863941,1001836.5116577644,877379.3042646298,952122.1960289979,3455389.9103900716,3520881.4407527056,4209447.237999758,2.1692798594650824E7,1.915891154386014E7,3.005965799599634E7,1679758.0901358742,1725302.6222751564,1754886.9919314403,0,1160843.3639620268,0,0,0,0,0,0,0,0,0,0,
1720,485.97031021118164,3.8517238625,0,0,0,1978981.9779121683,1856377.723477224,1618138.6817839353,0,0,0,2886662.416457606,3088160.922932942,2758449.6878177235,626675.62441942,0,543599.0435626379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1721,279.12395731608075,5.281511666666667,0,0,0,2616582.5970078115,2428555.3796656947,2921013.294704922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1722,359.1270751953125,5.281511666666667,0,0,0,1779107.4227253364,1632288.5434136637,1837551.6277345528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1723,399.12726338704425,5.274174166666667,0,0,0,1606237.613024374,1530432.7949421592,1771847.4897747468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1724,512.0620490180122,3.718705066666667,0,0,0,3567093.1709566126,3625451.5830196864,3698323.1531487647,0,0,0,4403150.796084791,4296843.03807356,4009144.373879357,4613227.149642275,3607757.7824764093,4281009.2501983335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1725,316.9478931427002,5.377968193749999,0,0,0,4171819.806877898,3888643.3006675593,3829179.9524506563,1383314.9673982945,1392297.6588024192,1462444.30277135,1451404.723374068,0,0,1825972.9412059917,1805179.894806423,1859286.834118332,0,1433003.6355870748,0,0,0,0,0,0,0,1181278.7489720767,0,1363093.4857045105,1296040.5145362471,1431457.4725442335,1413236.2606408603,
1726,494.00183444552954,3.7100119555555557,0,0,0,2526393.4355287813,2519901.527540114,2634429.833337621,0,0,0,2660326.476212265,2777313.7509101257,2680389.995150357,3583666.2552389316,3492675.618832475,3532698.291253974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1727,365.12416076660156,5.281511666666667,0,0,0,1859213.463078688,1721124.477988487,2041541.8628015418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1728,345.1288604736328,5.297489433333333,0,0,0,1844036.9201339143,1970315.1418209746,1761223.0649215071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1729,512.0620771135602,3.8555364714285716,0,0,0,2450322.644166504,2838243.4468867253,2693297.3904795763,0,0,0,2752254.009866865,3430855.6648905817,3063551.2784222597,0,0,435383.14876957395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1730,377.1185607910156,5.281563033333333,0,0,0,2075891.079078341,1934310.8760261026,1921654.8571635645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1731,367.0914726257324,3.753329275,0,0,0,2369685.5563570745,2324525.7136480627,2818719.4836999364,0,0,0,2601241.359453638,2876894.502310493,2538113.1582789365,931786.213715909,0,743535.2768803012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1732,293.1032206217448,5.281511666666667,0,0,0,2229622.407537156,2134674.3212685585,2463940.65031096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1733,267.8478240966797,5.17880325,0,0,0,1840485.3393322395,0,1955103.0730350087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1734,403.11713155110675,5.297489433333333,0,0,0,1440150.1358897674,1594323.6248368819,1147284.4804235366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1735,277.10818735758465,5.282042700000001,0,0,0,2251346.124432053,2146700.8908186634,2515634.141909224,0,0,0,0,0,0,0,0,0,1063000.2000464825,1104386.0019566272,974252.4911526751,0,0,0,0,0,0,0,0,0,0,0,0,
1736,483.97332763671875,4.149632866666668,0,0,0,1740858.5413448059,1737625.789381697,1822558.246776568,1968916.9868425282,1808433.7146132549,1952825.7090598587,4729532.064577627,3950531.263456506,4369285.638364321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1737,262.11671193440753,5.270151816666667,0,0,0,7888565.165362483,7647328.832939952,6079261.695556044,1596715.943217848,2047458.7221407846,1726931.1794374615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1738,275.09267970493863,3.755025857142857,0,0,0,2167637.945126366,2046457.5649437727,2749310.599043326,0,0,0,2638071.4638115973,2752495.749266622,2196411.261471689,607759.9198726236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1739,405.1337432861328,5.288900533333333,0,0,0,1893611.0072405275,1678905.4475506914,1786662.9077368774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1740,295.1189371744792,5.288900533333333,0,0,0,3128715.400018516,3139475.724533324,3011218.713567528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1741,375.12189229329425,5.189013033333333,0,0,0,1494119.0125663711,1505911.4420328613,1685982.3675278972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1742,242.94331783718533,5.262031548148148,1248626.7692271068,1352318.8616931057,1550325.1264220853,3885770.685853121,3790177.721254593,3132761.5304162023,1685527.8667795775,1549858.4855341883,1476025.373369928,1529608.1708609771,1541193.5359404886,1535541.7488018277,1731023.6886340522,1656011.3339002703,1861886.2546211,1685637.1906815707,1730370.4462090018,1469948.843155945,0,0,0,1476381.5063642783,1394477.2150422183,1450605.2779042048,1479667.2530132607,1420498.1116078137,1569489.305615626,1582051.1007982527,1580730.0224213444,1496750.381930528,
1743,232.850217183431,3.909899059259259,2408405.2595428135,2798281.498270578,2777812.9066281854,4318745.643319404,3671816.0480474113,4048912.1307334756,4255076.990415284,3434615.524264412,4197254.547960839,4749821.606758736,3891405.627895314,4633053.825323613,0,0,0,2450848.473930965,2213378.033101761,2753058.6386713376,912821.3815690761,1332231.1694453324,903342.678132031,4554179.402522998,4096292.347336824,4170773.993005489,1496162.7072768083,1576777.9386007276,1336812.9016526008,1365760.7717349129,1471634.8617374988,1947360.7845112972,
1744,367.1776362827846,3.752697557142857,0,0,0,1441792.824954373,1648038.2977937134,1308971.891152732,0,0,0,1830208.6531145687,1605846.332106368,1299612.6132087242,0,0,0,0,0,0,0,0,586895.9635349566,0,0,0,0,0,0,0,0,0,
1745,383.13487921820746,3.72310085,0,0,0,3434833.2621545163,2896922.423490575,3864463.7122437134,976309.2675041493,892065.8000192601,1085040.941938008,6538050.531441548,6551492.971685434,6718578.797671893,5.7885412847505875E7,4.19728734575917E7,4.662918502379647E7,3716018.1486383467,3689565.8776095104,3360981.0251710303,1463706.5525284724,1967585.6363851337,1634844.0866965821,0,0,0,0,0,0,0,0,0,
1746,515.9813842773438,5.203874266666666,0,0,0,1845797.7772638316,2318996.337727782,2147290.90379222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1747,436.1457163492839,5.196454066666667,0,0,0,1633532.1157728038,1429560.4489104243,1796302.4598852932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1748,451.1009165445964,5.297489433333333,0,0,0,1443333.5021495265,1265705.4468052052,1593085.0392833615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1749,517.9784952799479,5.203874266666666,0,0,0,1817933.195140432,2254842.799099699,2096587.0694414089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1750,180.97230911254883,5.189933549999999,0,0,0,1600429.043244366,0,1462138.658126257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1751,231.10226186116537,5.274174166666667,0,0,0,1895501.6754708649,1592763.7321239493,1922369.704327822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1752,467.9774932861328,3.7235023933333333,0,0,0,3490730.7041753465,3657629.9570938656,4307474.2023517005,1137197.7206133148,1075428.8889371476,1240235.8213396124,3280958.6130746217,3624997.4202981107,2658893.547066049,2550354.3431507796,3109183.3300576466,2260022.7577891853,429418.0244614918,564039.8447037573,507520.2025636764,0,0,0,0,0,0,0,0,0,0,0,0,
1753,221.84190368652344,5.2815498,0,0,0,2991487.831494797,2685208.7876658808,2692320.39707973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1754,423.10644276936847,3.7708009500000004,0,0,0,1920396.7078969802,2237660.085246566,3139615.047021795,0,0,0,1776635.6515160007,2609943.942161624,2495182.6065971814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1755,335.1502227783203,5.281511666666667,0,0,0,1818601.6310048508,1674079.5661705418,1777140.8725423992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1756,399.12960476345484,3.056456200000001,0,0,0,3367389.696462742,3358926.6724410937,4287609.735941023,2.7699918373546522E7,2.476033567163243E7,2.56328924406409E7,8999218.148546766,9101107.604089782,1.0372533320387335E7,2.2543515523975796E8,2.5512880983268946E8,2.771426922480242E8,3.365927334000142E7,3.670997712433201E7,3.268102912924894E7,6222614.859375936,6843449.032504689,6015063.341938211,0,0,0,0,0,0,0,0,0,
1757,378.9183654785156,5.274174166666667,0,0,0,2227939.924954988,2695326.462104352,2040797.0806874153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1758,399.12969885932074,3.2722208999999993,0,0,0,1836689.9598218156,1873423.9545177652,2600995.581125719,5042182.767523172,2418308.475626151,5142221.105987062,3990862.146928877,4441676.135144299,3806520.6150152837,9.270322118190001E7,8.417096170728607E7,9.833035460926953E7,8433988.934746597,8577494.43171495,7963745.588863244,2572026.1280671395,2291922.47743612,1958713.597479656,0,0,0,0,0,0,0,0,0,
1759,263.1292986188616,5.316388114285714,0,0,0,2508699.3663439644,2525415.6620392613,2805790.690858715,536952.298183875,0,0,0,0,0,0,0,0,0,0,0,961451.9183067672,1858914.4176510212,1035004.3244218173,0,0,0,0,0,0,0,0,0,
1760,339.10862223307294,5.274174166666667,0,0,0,1500665.9920473874,1590194.3365965371,1506684.7578273222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1761,221.8419189453125,5.24337,0,0,0,1369564.6015578667,4247627.569016384,2936362.7195787244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1762,467.9779388427734,3.805589386666667,0,0,0,3132151.4268721677,3212206.166293694,5303649.625272546,1126610.3309403856,1097688.0215677381,971549.4300025782,3224201.747419802,2961303.096979785,2015215.0871600085,5441289.5471867155,4203591.419448873,3590568.323327668,628251.3663559784,800645.2528666742,647525.3087882935,0,0,0,0,0,0,0,0,0,0,0,0,
1763,293.1032409667969,3.7366332466666665,0,0,0,1952872.5682933223,1922254.8050057555,2169865.2358080773,1285800.2843868872,1142695.720092225,1172435.1060970312,1751292.4669774515,2399030.1626507896,1999337.380761317,876184.6109787726,873860.704438776,981005.9677557421,0,0,0,1778710.3873038767,1791756.6273571013,1908626.8935030273,0,0,0,0,0,0,0,0,0,
1764,433.13497670491535,3.766648183333334,0,0,0,1442768.282132039,1260024.2447138468,1587557.827561501,0,0,0,1518738.076461241,1218730.550120715,1111621.8607355596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1765,249.11307017008463,5.274174166666667,0,0,0,1647188.251718297,1580418.6362989566,1535382.922819792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1766,348.18170674641925,5.181592833333333,0,0,0,1192020.5312450542,1277017.5757550544,1364181.7594197714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1767,263.0924593607585,3.7728342666666665,0,0,0,2150503.5070303986,2032351.4488466047,2325281.485123535,0,0,0,2093470.2394119436,2731189.1985398405,2428933.4644306763,0,0,0,1766910.7736472657,1560146.9714246476,1525823.4657466272,7210202.555674027,7682250.704644872,7022704.170613787,0,0,0,0,0,0,0,0,0,
1768,313.1656036376953,4.979364966666666,0,0,0,1519617.0856629089,1260190.6524898252,1664333.3267087762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1769,329.1163838704427,5.4905506666666675,0,0,0,1517030.9631480775,1583427.4275549913,1697093.1523151705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1770,357.1112976074219,5.274174166666667,0,0,0,1602910.335871155,1534539.646772349,1569351.964996303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1771,380.1718495686849,5.281511666666667,0,0,0,1072743.4950789039,986258.271591653,954762.1451303599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1772,229.87376403808594,5.274174166666667,0,0,0,1322538.7338325721,1079069.0742321103,1452853.7610030137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1773,179.84076591159987,5.204058626086956,843924.6942988044,850673.0873844363,1097051.9073564361,1658993.1671794727,2041708.5055890763,2130541.2914826563,1348447.7861130496,1107150.900124405,1219307.7739833714,1668287.7597017419,1781359.112158868,1780456.3995879255,0,0,0,567537.7370213459,567144.0049700378,0,0,0,0,1978076.5862218994,2199028.9074787064,1944192.5225925131,1298303.479251516,1287242.1635409798,1474461.718922436,1713244.837033181,956308.4739773355,1284827.2443039382,
1774,399.1296017964681,3.7256079083333336,0,0,0,1891390.876892014,2162212.5894794655,2502785.9972391506,0,0,0,2537764.0886162305,2408806.1916074976,2087494.8550056096,1.4620397145108035E7,1.317626620194301E7,1.691405931306932E7,1826837.2555035024,1784792.9363652244,1571741.785112273,0,0,0,0,0,0,0,0,0,0,0,0,
1775,492.004870944553,3.8539019222222226,0,0,0,1574554.4851271266,1202161.496656345,1680502.457089465,0,0,0,1657929.3279391294,2048477.0204280512,1865496.5740592158,805906.6462568342,715304.3913271228,857368.8102889127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1776,267.1023915608724,5.274174166666667,0,0,0,1365538.6865627172,1247673.2323406688,1373077.0523504694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1777,353.12422858344183,3.774611833333333,0,0,0,1092529.9776881367,1163839.089117406,1322551.2755580104,0,0,0,1145087.0074332207,1407897.9438330694,843599.9810318785,0,0,0,0,0,0,2099977.4518582476,1821562.179312222,2092473.759305341,0,0,0,0,0,0,0,0,0,
1778,476.00949732462567,3.691292583333334,0,0,0,1288202.5205080307,1768429.3141753988,1318642.60031563,514610.2645516467,462677.66519647336,506737.8459027901,957168.8758762884,1335392.8294157702,1163438.8922475085,1671846.9663871396,1686139.1945517191,2372294.4172880175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1779,355.10422770182294,5.274174166666667,0,0,0,1196197.0408581938,1109123.3938649104,1146991.3328331949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1780,397.150390625,3.9367914833333333,0,0,0,1600104.1577905742,1786586.2105007216,1534183.6128504428,0,0,0,0,0,0,984831.8774656376,826274.7268764953,759990.1771017616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1781,303.1234944661458,3.7485583333333334,0,0,0,2332825.3388081472,2745583.1118251057,2838225.362780081,0,0,0,2210592.348142881,1921634.0037878864,2070857.4265636487,1544716.089684357,1294149.53330097,1442817.660807748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1782,383.13497585720484,3.517777172222223,0,0,0,4185314.8296921575,4815470.117959683,5001634.15536572,1764069.414313364,1505386.3910181562,2077148.4188660618,9.659368329786561E7,1.003026773491896E8,9.260292993536182E7,1.6584202693455536E9,1.3158854575059159E9,1.4488209160432158E9,2.3263033088279948E7,3.9130397307734296E7,2.7543633318139464E7,1.478913302780738E7,1.6817019787544265E7,1.2466471455747807E7,0,0,0,0,0,0,0,0,0,
1783,369.15547943115234,5.309963266666667,0,0,0,1427882.5247561687,1520600.5357192273,1546279.4221690726,3081244.204193854,2886677.055508915,3136622.120598933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1784,437.1220347086589,5.281563033333333,0,0,0,1187190.876063694,861971.9025341101,1173945.0106402882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1785,673.2871958414713,5.227313108333333,0,0,0,2883186.5928609567,2431243.8688277337,1908350.5921562924,0,0,0,0,0,0,1.9170935373532712E7,1.6445129180777416E7,2.139181136755388E7,2.406024130836663E7,2.361186145797638E7,2.2123660985354956E7,3025258.7567000277,3092984.748780166,3378333.9026478557,0,0,0,0,0,0,0,0,0,
1786,174.05502149793836,3.655525055555555,0,0,0,1262996.0399410143,1409191.2550290758,1684071.5949144985,9.976688895743828E7,8.843403263575631E7,9.721501453487247E7,592369.4584181292,0,624449.4649402929,0,356126.09754424356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1787,310.9309844970703,5.266815133333333,0,0,0,1911616.64813784,2510897.439761645,1816555.819413756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1788,480.0041198730469,5.196454066666667,0,0,0,1329624.9362207113,1153854.7753131457,1580163.036548955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1790,367.10184054904516,3.748928977777778,0,0,0,1426833.6485606465,1343371.2928324733,1843080.3580968773,0,0,0,1608668.050989801,1708172.0345376756,1427135.5673343288,714659.4927444279,0,465211.1146993597,0,0,0,0,0,386961.0079677199,0,0,0,0,0,0,0,0,0,
1792,394.8908335367839,5.275404033333333,0,0,0,1807090.0306205058,2582215.566738021,2098730.566829918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1793,277.10816786024304,5.044027933333333,918031.2911183278,809071.4698143828,574206.1246979802,1576464.4829928093,1491099.9682617257,1645399.3417224474,0,0,0,0,0,0,0,0,0,923150.118740716,769277.3558577816,743329.9148968565,0,0,0,0,0,0,0,0,0,0,0,0,
1794,328.90382385253906,5.290151933333333,0,0,0,1636426.5540020072,2111935.420484977,1651272.0502356219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1795,233.11798604329428,5.290100566666666,0,0,0,1339012.7710576572,1286396.189858546,1059772.959260442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1796,256.9549560546875,5.17880325,0,0,0,1027080.0854506813,0,1037731.7601051611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1797,447.15089925130206,5.274174166666667,0,0,0,864385.4780191929,869046.520300175,1040465.1370456523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1798,217.1228815714518,5.314213266666667,0,0,0,2243328.1737500792,5105754.959029054,4959131.009732965,1994000.2434937016,2463924.8230532934,2083501.0985121164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1799,396.8911437988281,5.281511666666667,0,0,0,1781009.0082167974,2383198.933982708,2095953.5310563291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1800,400.1345621744792,5.281511666666667,0,0,0,1004968.1503283589,1398685.137954859,1425781.874733461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1801,502.03339301215277,3.7361708444444446,0,0,0,2003703.1435698844,1599443.5999359635,2340150.383835692,0,0,0,2010933.3850137913,2419933.210957639,2133168.6927448288,2411203.5855650855,1671061.8365308444,2005549.8481676497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1802,256.8219350179036,5.203874266666666,0,0,0,1477762.1524394096,1373729.0540419566,1960262.6917934602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
