row ID,row m/z,row retention time,LT-C4-1A.mzML crop_filtered_POS Peak area,LT-C4-1B.mzML crop_filtered_POS Peak area,LT-C4-1C.mzML crop_filtered_POS Peak area,LT-C4-2A.mzML crop_filtered_POS Peak area,LT-C4-2B.mzML crop_filtered_POS Peak area,LT-C4-2C.mzML crop_filtered_POS Peak area,LT-C4-3A.mzML crop_filtered_POS Peak area,LT-C4-3B.mzML crop_filtered_POS Peak area,LT-C4-3C.mzML crop_filtered_POS Peak area,LT-C4-4A.mzML crop_filtered_POS Peak area,LT-C4-4B.mzML crop_filtered_POS Peak area,LT-C4-4C.mzML crop_filtered_POS Peak area,LT-C4-5A.mzML crop_filtered_POS Peak area,LT-C4-5B.mzML crop_filtered_POS Peak area,LT-C4-5C.mzML crop_filtered_POS Peak area,LT-C4-6A.mzML crop_filtered_POS Peak area,LT-C4-6B.mzML crop_filtered_POS Peak area,LT-C4-6C.mzML crop_filtered_POS Peak area,LT-C4-7A.mzML crop_filtered_POS Peak area,LT-C4-7B.mzML crop_filtered_POS Peak area,LT-C4-7C.mzML crop_filtered_POS Peak area,PROCBLANKA.mzML crop_filtered_POS Peak area,PROCBLANKB.mzML crop_filtered_POS Peak area,PROCBLANKC.mzML crop_filtered_POS Peak area,zBLK02.mzML crop_filtered_POS Peak area,zBLK03.mzML crop_filtered_POS Peak area,zBLK04.mzML crop_filtered_POS Peak area,zBLK05.mzML crop_filtered_POS Peak area,zBLK06.mzML crop_filtered_POS Peak area,zBLK07.mzML crop_filtered_POS Peak area,
768,193.12255011664496,4.843805255555555,3729985.5737311733,3652957.3588944785,2142914.7248084145,0,0,0,949694.6906075096,815931.0294958107,1062606.9494478735,0,0,0,0,0,0,0,0,0,800517.9926321968,734560.3407494008,784603.680764607,0,0,0,0,0,0,0,0,0,
769,265.14354451497394,4.311473338095238,2138819.0293103764,9505368.976936048,8675231.140923839,8909032.889191648,9474708.992505716,1.005342936998231E7,1.6295845486722495E7,1.3531255231744826E7,1.5961747456735145E7,4.641108378241737E8,4.4821255648766845E8,4.551807033718431E8,8.150362347226778E7,7.318568819424173E7,7.186993079233581E7,1.3485265747534117E7,9000463.389473626,1.3725667271659562E7,3416533.570185537,1.1279948892201483E7,1.1238357849070463E7,0,0,0,0,0,0,0,0,0,
770,284.18587904710034,2.9720528692307697,5413615.462821851,4064618.7953621224,3965072.0524806664,0,0,0,739709.21306808,0,0,0,0,0,2351523.007071995,2477553.205025485,2487670.1832712064,2174770.7605120814,2730625.459636239,1319339.6118314061,1363782.20609196,1200754.527802733,1293692.1472327488,0,0,0,0,0,0,0,0,0,
771,265.1438461303711,3.1554103550000008,6638955.374032398,6013729.154067468,5524396.410389051,5318254.255138379,5931863.631684859,6892360.28382928,3951754.620339697,3903711.8486837326,4143937.716235786,0,2156864.39544048,2116707.3414267185,2.708570873909248E7,2.385393398365157E7,2.401901917456929E7,3.241575071959572E7,2.083037467130968E7,2.4489591254918393E7,9727794.298631616,9357729.420034518,1.0822937865563253E7,0,0,0,0,0,0,0,0,0,
772,307.2637074788411,7.6243546,5197265.089160255,4434469.546278966,2895060.1461181454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
773,347.18299865722656,4.873020149999999,3661905.7030257024,2921773.1599142766,2629970.695699691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4426780.737383169,4858688.877264588,5513933.763152127,0,0,0,0,0,0,0,0,0,
774,307.1905059814453,7.4281403,2422057.809758072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
775,482.405756632487,7.697276606666666,7907913.425655244,7543377.29856365,5842122.212102439,8228238.855108766,7871666.445530792,5699944.974871633,5556647.540947522,7045961.006733208,7223133.142625855,9091711.068596372,5577321.639613942,6883199.337034086,7898357.577118544,8769294.619892007,6618324.507656157,6002742.82866204,5709031.167837253,6929268.282625432,7476230.072867903,8135550.159974635,7282950.477233373,7557133.427050845,7702110.882927224,6032136.093661873,7240411.372244218,8198868.794809834,8531439.905333528,7299098.322562161,6953741.531719483,7845551.7313704975,
776,203.10682714553107,3.853887690476189,2925839.508822282,3483767.703850867,2301895.437155621,6.732545564707915E7,7.235055134426965E7,5.867742400411336E7,4642566.584030622,4471266.45027206,4989710.282455826,9.358072050235094E7,9.36323507754904E7,9.466935320695996E7,1.5954357859605445E7,5392906.563947055,1.5873499624721812E7,4640698.210678661,4464918.175564713,4530671.60906587,2707730.3376940056,2677476.1100241626,2756563.2426574435,0,0,0,0,0,0,0,0,0,
777,335.1842927932739,4.60709595625,5477113.207056702,4301966.744264222,712583.2027603847,0,0,0,5.000539089548609E7,4.627122638814088E7,4.6109873709751956E7,6875283.005361579,7145651.77150912,5884889.936745135,1110066.9793263772,1231185.0323845204,669769.6484567752,0,0,650779.4244959541,6692474.499336768,6735154.227617607,6729536.637940961,0,0,0,0,0,0,0,0,0,
778,185.1326403617859,3.7480333375,2048056.2205889518,2179701.148750606,1987501.4466805428,599747.3143288625,573919.6512242572,635010.4022778299,2652198.7214670833,2367290.4305899674,2256858.7171374396,637769.933726553,705226.1374890018,634701.9774501562,1323049.7066631597,1269181.8726149958,1615872.6698793215,193543.47175226372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
779,380.27759857177733,7.810032496666667,3096994.1241600956,2858180.8079658668,3037144.231600208,2668069.92478137,2643591.61674578,2870668.05863185,1985420.9964877514,1895694.6253558705,1915528.5746405208,2971093.8029081505,3301064.3902603313,2626622.6936117155,2428978.9722472955,2330624.226804399,2051449.149940312,2467899.918181286,2678131.763738393,2803621.4164535915,2196113.107621743,2139622.66806757,2270638.1415191703,2060088.3166842512,2056360.0125559666,2226960.413327425,1485520.0589481606,1663801.5930908748,1627888.3610734935,1808278.9598542259,1884039.4104699716,2046056.8826792608,
780,330.15491485595703,4.978481625000001,3270371.940331975,2963968.4045442445,2843828.605091715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635265.3896301894,0,0,0,0,0,0,0,0,0,0,
781,338.2327626546224,6.830474333333332,3926243.2915467424,2954980.968941905,2482711.0223994856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
782,355.10874430338544,6.756677799999999,3213701.7363348654,2839652.68701223,2633989.535796508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
783,224.10710906982422,4.4548699833333325,2787629.5475500943,2395271.254845393,1907933.2703650838,1945080.689850091,1968566.015013531,2181666.0887637255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
784,217.1225847516741,3.9550731619047617,3728697.471416486,3355869.5326738586,3068256.1049591177,1.094168708998443E7,1.3107519757548343E7,1.6765285321124682E7,2296491.9021397466,1970417.9225533223,4499529.229330539,2.057810349925164E7,1.975121899223665E7,1.7226003935959E7,1.139282751739582E7,1.0070250279920664E7,1.2906872061372736E7,1296435.1616308792,1570852.3526760924,1649657.3261006242,1019026.1147566279,2472643.6049603918,1953616.378228312,0,0,0,0,0,0,0,0,0,
785,315.1936462402344,7.26291786,3470663.150604972,3798857.2815086637,3310364.1156860245,0,0,0,0,399510.64043003996,638003.5284817934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
786,362.21759142194475,3.788260685714286,3080514.374004339,2931020.343712795,2357910.64391887,0,0,0,0,0,0,1100953.1742442965,896536.5244854582,1023568.8036426492,1643994.2410664517,1538254.86442795,1343953.1258487236,0,1711435.1438037145,1670035.1616855785,1451655.8616821978,1328475.4309950075,1340319.687511173,0,0,0,0,0,0,0,0,0,
787,340.17580159505206,4.105789361904762,3829895.2561987475,3709242.072518788,2874956.513268418,8.608592114335287E7,8.369398303491527E7,9.348494550223964E7,1.3326753916881257E8,1.2061876288408963E8,1.350600489363583E8,9.409461904660667E7,1.0114125488092968E8,9.098408908899683E7,2.0230585001760736E8,1.716035789507559E8,2.2064241483649173E8,9521311.225983527,1.0478366563447427E7,9098229.006680042,5644424.855123621,5785837.478718332,5109026.890480494,0,0,0,0,0,0,0,0,0,
788,281.2114741007487,6.221184916666666,6938402.9838003805,5880240.229599514,4772034.228704923,0,0,0,897973.5736976003,959892.4064614483,761605.8120507274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
789,295.1908247205946,4.015143033333334,5701128.930466219,5055651.284672066,4188478.324439071,0,0,0,5222954.122634235,4572418.692621562,5074405.382174812,2526805.501641244,2875713.6332539613,2629623.942663489,6269135.741187071,4717444.974129797,5808788.878047086,2218187.9666328034,2159292.7049553767,2253475.9706584183,3.804670314378092E7,3.1376067516290825E7,3.8030931860797815E7,0,0,0,0,0,0,0,0,0,
790,311.22200775146484,5.0843949,4019243.424081737,3241222.232821582,2786427.502633312,0,0,0,420950.6245428078,630570.5873144525,0,0,0,0,0,0,0,0,0,0,2538279.389631735,2844943.182603854,2983703.811878776,0,0,0,0,0,0,0,0,0,
791,203.07042948404947,5.260199966666667,2396889.8682622383,2513235.3184199603,1842190.1920497643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
792,269.2113536487926,6.018165145454546,5381594.082272298,6531495.190012763,5087483.371194055,1341148.5827799274,1058785.6943460666,0,4440288.485680209,4699174.853519457,3730391.3561390126,0,0,0,0,0,0,0,0,0,2159891.4725597734,2602656.423115894,2487437.690247622,0,0,0,0,0,0,0,0,0,
793,328.9156336466471,0.6433097403333334,7429910.960376019,6487162.326447592,4527103.655844628,5345190.222661582,4228683.185389951,4808864.607578776,6970769.3420198355,6629015.562319687,3642462.5648040106,1.0262743084912296E7,8985189.493560094,1.3733069166159688E7,7132693.886610243,6812297.666386623,6685617.394600544,4184610.5051030875,3642124.4066004828,8432474.286690837,4403909.907207043,3903750.2786237686,3384624.267496069,7074978.263050116,4198388.984725437,7265792.050182628,4693643.048369796,5543785.565191822,6307698.77616917,8784959.070931634,1.6039084290338842E7,7460858.971300546,
794,362.25468190511066,3.9795690166666664,5035220.916826868,3751243.1557881655,3841865.287962174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2495963.094134339,2663965.8794053067,3010010.7207881245,0,0,0,0,0,0,0,0,0,
795,221.15376663208008,5.178960125,5314190.0884946985,4251521.22878118,4601097.71944106,2366478.042125551,2973948.8816974917,3954634.101087922,1999370.1960168688,1554185.7514514758,1555874.1073933174,0,0,0,0,0,0,0,0,0,1388457.9406198796,1357037.7660768323,1592071.6519776573,0,0,0,0,0,0,0,0,0,
796,331.1881852583452,4.792393054545453,6834486.561431952,6041853.571941976,5062696.733720631,1.3569893022416998E7,1.3795834743068218E7,1.467424519107342E7,2955209.1825264515,2662271.6041764286,0,0,0,0,0,0,0,0,0,0,1.356355943296792E7,1.1919721515887532E7,1.3757643272499992E7,0,0,0,0,0,0,0,0,0,
797,659.4148763020834,7.604724100000001,6161407.206943569,4579308.594068959,3163373.620022795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
798,304.3000208536784,6.80127404,4184709.2603670694,4785910.6438150145,4204362.411958412,3581162.73928888,3455774.164561171,3575048.372372963,3304646.732291569,4289976.0783647755,3057666.456186017,3596163.5626097503,3545379.426243069,2890055.9358948045,4201066.985622886,4259512.935302172,2931091.685363545,3024299.8608181924,3099880.7979756165,3005520.0653541842,3671141.9367541512,3261319.4529241086,3135661.4603613247,4338854.809937738,4271102.025105737,3335662.90135745,4042911.8003990413,3933664.5719045177,3713028.1677308427,3442952.5371520463,3849399.728813658,3285561.031926903,
799,363.21446482340497,5.925089116666666,2313637.2665668065,2679608.5365726245,1440788.6153561864,0,0,0,4671521.3290989995,3969229.016021238,4333391.186214558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
800,331.1883659362793,5.9357857124999995,3493432.6825260525,3305142.6523353374,3847828.902830676,0,0,0,2524456.4096294474,2254196.5993641065,2223973.104029251,0,0,0,0,0,0,0,0,0,726915.2428145781,0,695152.5593808411,0,0,0,0,0,0,0,0,0,
801,384.2020797729492,4.271908366666666,2983878.795090062,2396612.2818039972,2084234.3962562357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1072627.4666044707,1051644.6243567145,1167877.7492253378,0,0,0,0,0,0,0,0,0,
802,295.1906433105469,4.8526581,2265608.172711711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
803,420.25970458984375,7.256587499999999,2154142.7385312663,2018120.9176591819,1732489.0368546513,0,0,0,0,0,0,0,0,0,0,0,0,2009632.8514281742,1929415.3458222318,2153957.3688424216,0,0,0,0,0,0,0,0,0,0,0,0,
804,342.2277654012044,3.9121468833333335,4803524.681512306,3980254.3923508045,3712665.041573809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.41366195797409E7,4.9770441893589005E7,5.436283372203935E7,0,0,0,0,0,0,0,0,0,
806,223.16941452026367,5.4495553999999995,2449565.655874147,2115972.3807675107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
807,323.14925711495533,3.291580752380953,5005602.546512346,4890070.17557616,3977959.2848990597,1221386.7429774578,1162834.4535306094,1251914.08335783,1.4493527782271707E8,1.3395666109848359E8,1.405406801781294E8,8339839.648662317,8015076.567616781,3900220.465524559,2.201704186110635E8,2.0097432887978724E8,2.141479876387091E8,3.3145865431143805E7,3.544110685222648E7,3.009957978335709E7,2.497620390625507E7,2.3199937440849017E7,2.64434815693551E7,0,0,0,0,0,0,0,0,0,
808,264.15897369384766,4.960630925,2933333.0117550823,2410421.808253608,2352393.5561369155,0,480043.2570759612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
809,377.1938934326172,4.993186873684211,4515650.359231443,2856627.0706522968,2275410.6908033974,0,292159.8587619605,0,2289237.519903195,1784238.3559070493,2928223.2679485925,1.0288459251379767E8,1.0448430991625722E8,9.547435537128775E7,3442991.9550252,6370805.0877637975,4515161.810159858,1320331.7124031084,1322248.588439951,815567.00014412,7.130327433878808E7,7.475192570064819E7,8.225886323232213E7,0,0,0,0,0,0,0,0,0,
810,221.1170618693034,3.3780786800000002,3073205.8927555396,2761028.7614369798,2614090.515994237,0,0,0,1484739.268837818,1401751.2816214347,1145953.0495512187,0,0,0,5046171.80751572,1731458.1889813421,3202556.741410215,1297936.2756103836,1457013.0220318735,1428809.0898104056,9051251.505188972,8967566.522094462,8955749.165822625,0,0,0,0,0,0,0,0,0,
811,283.2633819580078,7.137687819999999,1708879.1654496505,1648426.5415901472,5210227.917072108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005933.685502291,1938245.356926832,0,0,0,0,0,0,0,0,0,
812,317.17269243512834,5.462671128571429,2356437.9437609683,3642993.4478638987,3260198.76055716,853292.2020239704,756242.910646803,725947.5732409963,822789.2240745227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
813,258.27941233317057,6.8012751499999995,5061840.230920407,5042818.713518212,4832752.491133218,4182355.793280644,4114178.25744607,3924436.3334391634,3809154.204711519,4496973.566276491,4425254.341751951,4567411.264125909,4859221.210192527,4629174.7998386985,4993191.270453078,5107856.821209711,4262843.553875365,3738270.9818610153,3705838.5832416234,3777316.239497772,3435373.2142477212,3601813.3675560635,3350588.5692734946,3929745.359663911,4546240.494779507,4345217.270080431,4802591.459939768,4740721.6177183455,4485633.270959073,4063239.486273039,4428344.47265947,4609501.1224745065,
814,282.20635477701825,5.6171147333333336,2959974.5207418585,2693467.8545609294,3217839.78646049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
815,343.2957965305873,4.7124491357142855,2223601.5246294383,2529417.6831031516,2617242.234386113,1777836.704808609,1705301.5298427057,1870595.4024856188,0,1487402.7049616096,0,1899866.4309330164,1997076.0195425379,2049359.867889098,2471857.261418164,2456363.726932743,2054776.832660653,2013568.167662049,2146225.5171107547,2124466.53298453,2421323.267637712,2484091.718649313,2135785.482413343,1335714.742574889,1385476.5737776186,1530031.646245997,1255327.013332537,1363839.5578314539,1290996.0468737928,1385771.0138484198,1441053.4484098358,1353053.130627473,
816,207.13815646701389,2.7663628166666663,4185018.2805650565,4060910.1648355294,3739956.130009494,3271606.1636250485,3098254.200575978,3319959.0622011777,1197017.4254268834,1043775.8251454256,1110040.893232721,0,0,0,2185633.8895274065,1185534.0251918896,1429042.4432683592,6791405.101709106,3377335.628812878,6504611.467855315,2994530.689937577,2729145.409551754,2665885.164983741,0,0,0,0,0,0,0,0,0,
817,180.99006017049155,0.6244260849999999,5166374.056849284,5214427.851915412,7702642.390589992,8265565.69569826,5767732.128718686,4945994.869455815,5997409.317347897,6410168.965892307,6827558.132373694,7686145.20629953,6707521.521731475,6986744.48244208,5939826.993636701,8067438.716032676,6439309.035726994,8813018.54715228,8463487.575262284,7977431.05088644,7053894.553813687,5922914.833078556,4172487.369674579,6964420.020718114,9575380.156433819,1.5607523413652604E7,6917668.475924472,3779564.146184205,7814010.266880103,8545485.126192668,5621903.644594395,7571599.879124494,
818,298.1650738186306,2.7775536722222216,4884076.255604593,4502239.465592857,3850637.563544599,0,0,0,5.2847817097780305E8,4.6938685803676057E8,5.0341173439994806E8,8180390.458562277,6996716.889372771,6832416.264201002,8.032950968521845E8,6.769143928851273E8,7.840920613190968E8,1.860641041642988E7,2.498532259365286E7,1.8099381084624622E7,1.1134071496625898E7,7992219.842388601,5076427.764957583,0,0,0,0,0,0,0,0,0,
819,200.16480153401693,3.329353766666667,5293955.115649024,5310374.055262783,5101566.483413906,4587311.922279758,5015415.290662459,4730135.08713066,5456999.614425427,5234412.773417155,5103798.571883485,4895261.336000019,5194060.436746119,5301134.079380866,5542123.869629814,7181013.206703559,5952593.044528178,5588492.317306683,5591908.6160021145,6126510.89846373,6713246.1910883365,6449815.52951747,7299914.678604665,3490717.7953819684,3599402.0705415974,3791072.239064905,3048785.769837324,3126846.2671490624,3595361.284029463,3236343.428735769,3497280.749846954,3714134.509448812,
820,225.09112548828125,5.396775099999999,2015615.503276597,2487059.74982265,2343571.3497957382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
821,191.0703608194987,3.871387225,3407115.5749715725,3127525.8037325535,2648496.9113280107,1077858.4730069304,1132672.2037733335,1159474.4683540298,0,0,0,1013859.3536436202,851072.3747232641,1043747.7387937126,642498.3565287493,762518.3593705809,878913.6259319086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
822,191.14309438069662,4.813517088888888,3301455.335822549,2331128.956419836,3532792.3526226105,979429.7530363903,1250214.877962137,1260716.8477316038,1932642.4967536253,1195523.8551433573,1522161.7419177648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
823,295.22705078125,5.599756066666666,2417413.5603020797,2202375.522081746,2594520.9854549128,0,0,0,665133.8122862834,1015284.766418102,864223.3659324823,0,0,0,0,0,0,0,0,0,1023421.8871033115,911811.3616143756,841524.0406522073,0,0,0,0,0,0,0,0,0,
824,381.1255111694336,3.970133166666667,3533226.374419687,3373499.0251450823,3112285.8630298525,0,0,0,569106.2927957565,496178.57822733023,405037.311839964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
825,332.18406168619794,3.609578516666667,3024721.828906447,2595143.814443497,2579045.4222740154,0,0,0,624303.2873613103,435479.6867725776,577396.6916484135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
826,267.1956089564732,5.994654,4456005.4315443775,2886557.938658482,3616343.2244620128,0,0,0,672414.7978848405,670077.2532429254,1234375.6081713373,0,0,0,0,0,0,0,0,0,370543.81194881996,0,0,0,0,0,0,0,0,0,0,0,
827,159.0441622052874,3.828457428571429,3717620.178617935,3453558.949386763,3146191.9874069532,948358.4212932191,0,0,0,0,0,0,544799.5644635152,657513.5566451834,0,0,505066.08679769957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
828,388.26981353759766,4.613700166666667,4063352.6323295715,3717308.05607498,2676609.6969800065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424469.1699550813,675920.9086131543,1227330.4965946432,0,0,0,0,0,0,0,0,0,
829,333.16796620686847,4.395474399999999,5957436.027228985,5633796.206947886,4775326.474837786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1570279.6938739782,1138276.4549919758,1331767.1391199906,0,0,0,0,0,0,0,0,0,
830,304.2121385846819,3.6241098095238096,4490027.153501884,3899884.520607773,3348717.422900115,7915208.110139653,8334510.381145379,5480325.286908818,1.2890259805496026E7,1.166008231488042E7,1.2113115011219393E7,3.1187977955794644E7,3.159820531054467E7,1.9016048365960985E7,6832761.32034344,5907352.798618035,5948225.722171742,2493729.379742262,2089426.0536979542,2061341.7088013757,2618640.5683987704,2109127.807180952,2307844.725794504,0,0,0,0,0,0,0,0,0,
831,369.1909993489583,3.9844796666666666,2451559.9972606106,4656781.992838863,3857336.8278727313,0,0,0,0,0,0,599883.6130905218,0,0,0,0,0,0,0,0,1353290.4341403632,0,1416303.812182893,0,0,0,0,0,0,0,0,0,
832,177.1276117960612,6.321946533333333,2566898.206779927,1936030.5675917212,1779442.6664613015,0,0,0,888535.8500259491,891442.8542741232,916216.1990046648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
833,363.17774963378906,4.198578116666667,3985057.4822107507,3280809.61784395,3085033.8835790837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2206323.135246323,2327378.6766046914,2537335.62826698,0,0,0,0,0,0,0,0,0,
834,351.2510986328125,7.819240066666667,3903673.131295025,3187283.6227690093,2786179.4911880344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
835,319.1892835828993,4.662474466666666,2782227.4138735756,2598723.822675939,2606800.6168485596,0,0,0,0,0,0,621957.9592316379,731789.9889037907,448031.23283287697,0,0,0,0,0,0,617297.7636334129,421823.1876211879,606965.3099360861,0,0,0,0,0,0,0,0,0,
836,282.20618693033856,5.404407866666666,2807976.2163666883,2167748.445652404,2053787.507359894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
837,314.23265075683594,2.6439211666666664,1499854.3061653846,1427326.982511994,721943.3667681547,0,0,0,0,0,0,0,0,0,1440321.8358282193,1355176.0844080094,1102604.9321918394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
838,323.1491372244699,3.733807014285714,3675067.303306179,3462626.232251823,3368047.347965256,8.657252969790158E7,8.961700073992959E7,9.803177298916392E7,1.0456739256390944E7,1.739004863532457E7,1.0829765499041237E7,1.0715304413476221E8,1.1018974492888589E8,7.940880760570121E7,5.43984426290246E7,4.6910087845938414E7,5.365286135814757E7,1.1630669425622767E7,1.1726979038556512E7,1.155196481671054E7,7192940.4922209745,7161058.655603961,7230422.569058912,0,0,0,0,0,0,0,0,0,
839,296.2584732055664,6.19683969,4575410.71084985,2752890.978303095,4409227.141892489,0,0,0,1011319.7409306552,853965.6730152204,907373.2893826292,0,0,0,0,0,0,1536413.958319521,767707.6082985508,1406209.8732069337,0,0,888815.4448578729,0,0,0,0,0,0,0,0,0,
840,254.13853708902994,4.8840318,2477266.4595212354,2000076.6304978582,1865148.1741845373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
841,193.1589688618978,5.993214803333332,7684541.375382602,8872388.429236503,7907685.67936689,6948930.245590027,6687536.762768796,6620527.858608842,6812435.274976165,6977798.527390354,6578108.830521926,6302794.415029493,6148029.391229965,6507685.590436878,6448017.591528754,6582176.05123434,6449841.94187264,4989900.311327627,5496846.100473091,5231496.295820336,3475155.4240679885,5014614.056041301,4789605.319249644,6296854.598810385,5901932.764220749,6180038.562076163,6539241.249470113,5850258.816423609,5545013.112782311,5809543.0261920905,5507313.155764461,5909857.478628192,
842,354.133544921875,5.8781167,1849748.4299252122,0,1586526.95713124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
843,279.15972391764325,6.330697933333333,2134909.62907744,1519565.5877947574,1355915.4565016367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
844,328.2122459411621,4.406666137499999,7679041.918984544,6554197.646828769,5968224.796232014,0,0,0,0,0,0,0,0,0,457021.41827636363,0,678226.525535926,0,0,0,2401023.731818284,1953662.459664956,2227207.2125610644,0,0,0,0,0,0,0,0,0,
845,314.23270525251115,4.763075242857142,4253758.200029176,2652024.988432386,2510212.3667616583,0,0,0,1410722.8923839475,1652742.2218957988,0,0,0,0,0,0,0,0,0,0,1269129.6514852038,0,1113806.992831669,0,0,0,0,0,0,0,0,0,
846,321.13108317057294,5.6171147333333336,2150394.350122482,2114355.4505617884,2258056.091610116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
848,314.2325744628906,5.815903,3870104.589706354,3379810.4105827995,2729669.582589568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
849,415.28271484375,7.7141245000000005,4377012.522157833,4204256.6587474635,3341763.9166921233,0,0,0,607210.7524482892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
850,263.1278366815476,3.7487932619047615,2598144.2235870073,2704701.8153382265,2581893.387598836,9.137986044605267E7,9.078975697019878E7,9.70832839647551E7,1.066040378538283E7,9736913.197444864,1.0413169676581495E7,1.0886803106358658E8,1.0967352297317731E8,1.0990621190177384E8,7.9331927816208E7,6.037865381691837E7,7.453481336064152E7,7960218.289162322,7633440.198739392,7395870.308456909,3671947.1169978804,3674279.3092945395,3402916.837371385,0,0,0,0,0,0,0,0,0,
851,319.0965270996094,5.260199966666667,2048520.3138260173,2221594.00497296,1433588.3583258989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
852,187.14823235405817,5.727222155555555,3214320.2631651573,2372314.5101320287,2412234.089514518,705454.5141823648,1026489.9550549662,1172353.2869205289,523892.07314424205,625515.8006614449,658732.9788496925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
853,272.18573704472294,4.509399840740741,3770997.162446155,3460535.8044162206,2852315.4711538753,1340209.779622324,1260222.4560404858,1033966.7689525724,0,0,0,945431.0166933663,902800.2535745322,1259692.7259462527,1106072.9340463083,1214232.8281313553,1151747.270035729,1384835.4799420289,1305913.5872147777,1416395.6520500185,4663880.250773498,4017813.9536028546,4632594.894751444,980283.3835306665,1004266.4995363147,846178.2175394915,1020840.2632118567,1075777.1188690146,1070646.8729499425,971401.2609678071,1010492.5957772078,901343.9055687577,
854,352.3213360595703,7.572319160000001,3018959.8726659915,3047260.1179335555,3020587.8268853594,1949043.8354770762,2142220.941895246,2013846.868321443,2142638.619525188,2384093.283553633,2312454.466744756,2268505.575330325,2084150.2491197358,1267168.192633892,3199693.253949729,2819506.1922388803,2943119.3567200834,3.458569285729996E7,3.1852403646697838E7,3.015292001894081E7,2.6496065884087212E7,2.5266946163101688E7,2.6634750551235218E7,691280.7138953388,862444.8066395465,1065986.6913002948,0,681041.9101181456,0,0,0,0,
