project_name,calendar_year,treatment_year,season,plot,subplot,species,cover,sampler,notes
TEMPEST,2021,0,fall,C,G7,Symphyotrichum lateriflorus,0.25,KK and SA,
TEMPEST,2021,0,fall,C,H2,canopy tree basal cover,1,SA,
TEMPEST,2021,0,fall,C,H2,Carya tomentosa,0.25,SA,
TEMPEST,2021,0,fall,C,H2,Fagus grandifolia,8,SA,
TEMPEST,2021,0,fall,C,H2,Desmodium nudiflorum,0.25,SA,
TEMPEST,2021,0,fall,C,H2,Ilex opaca,0.25,SA,
TEMPEST,2021,0,fall,C,H2,Liriodendron tulipifera,0.25,SA,
TEMPEST,2021,0,fall,C,H2,Parthenocissus quinquefolia,0.25,SA,
TEMPEST,2021,0,fall,C,H2,Acer rubrum,0.25,SA,
TEMPEST,2021,0,fall,C,H2,Mitchella repens,1,SA,
TEMPEST,2021,0,fall,C,H2,Tipularia discolor,0.25,SA,
TEMPEST,2021,0,fall,C,H2,Juniperus virginiana,0.25,SA,
TEMPEST,2021,0,fall,C,H2,Smilax glauca,0.25,SA,
TEMPEST,2021,0,fall,C,H2,Pinus virginiana,0.25,SA,
TEMPEST,2021,0,fall,C,H2,Quercus prinus,0.25,SA,
TEMPEST,2021,0,fall,C,H2,Carex sp,0.25,SA,
TEMPEST,2021,0,fall,C,H2,Elaeagnus umbellata,0.25,SA,
TEMPEST,2021,0,fall,C,H2,Nyssa sylvatica,0.25,SA,
TEMPEST,2021,0,fall,C,H2,Vaccinium pallidum,0.25,SA,
TEMPEST,2021,0,fall,C,H2,Symphyotrichum lateriflorus,0.25,SA,
TEMPEST,2021,0,fall,C,H2,Lindera benzoin,0.25,SA,
TEMPEST,2021,0,fall,C,additional,Rubus allegheniensis,0,AH,
TEMPEST,2021,0,fall,C,additional,Aralia spinosa,0,AH,
TEMPEST,2021,0,fall,C,additional,Ulmus rubra,0,AH,
TEMPEST,2021,0,fall,C,additional,Botrychium dissectum,0,AH,
TEMPEST,2021,0,fall,C,additional,Celastrus orbiculatus,0,AH,
TEMPEST,2021,0,fall,C,additional,Taraxacum officinale ,0,AH,
TEMPEST,2021,0,fall,S,B4,infrastructure cover,6,KK,
TEMPEST,2021,0,fall,S,B4,canopy tree basal cover,0.25,KK,
TEMPEST,2021,0,fall,S,B4,Acer rubrum,0.25,KK,
TEMPEST,2021,0,fall,S,B4,Carya cordiformis,1,KK,
TEMPEST,2021,0,fall,S,B4,Fagus grandifolia,4,KK,
TEMPEST,2021,0,fall,S,B4,Liriodendron tulipifera,0.25,KK,
TEMPEST,2021,0,fall,S,B4,Quercus falcata,0.5,KK,
TEMPEST,2021,0,fall,S,B4,Lindera benzoin,0.5,KK,
TEMPEST,2021,0,fall,S,B4,Viburnum prunifolium,0.25,KK,
TEMPEST,2021,0,fall,S,B4,Sceptridium biternatum,0.25,KK,
TEMPEST,2021,0,fall,S,B4,Epifagus virginiana,0.25,KK,
TEMPEST,2021,0,fall,S,B4,Galium triflorum,0.25,KK,
TEMPEST,2021,0,fall,S,B4,Lonicera japonica,0.25,KK,
TEMPEST,2021,0,fall,S,B4,Microstegium vimineum,15,KK,
TEMPEST,2021,0,fall,S,B4,Mitchella repens,90,KK,
TEMPEST,2021,0,fall,S,B4,Parthenocissus quinquefolia,0.25,KK,
TEMPEST,2021,0,fall,S,B4,Rhus radicans,0.25,KK,
TEMPEST,2021,0,fall,S,B4,Smilex glauca,0.25,KK,
TEMPEST,2021,0,fall,S,B4,Vitus sp,0.25,KK,
TEMPEST,2021,0,fall,S,B4,Rubus phoenicolasius,3,KK,
TEMPEST,2021,0,fall,S,B4,Viola sororia,1,KK,
TEMPEST,2021,0,fall,S,B4,Bromus sp,0.25,KK,
TEMPEST,2021,0,fall,S,B4,Carex sp,0.25,KK,
TEMPEST,2021,0,fall,S,B4,Rosa multiflora,3,KK,
TEMPEST,2021,0,fall,S,B4,Vaccinium pallidum,0.5,KK,
TEMPEST,2021,0,fall,S,B4,Polygonum virginianum,0.25,KK,
TEMPEST,2021,0,fall,S,B4,Cryptotaenia canadensis,0.25,KK,
TEMPEST,2021,0,fall,S,B4,Botrychium dissectum,0.25,KK,
TEMPEST,2021,0,fall,S,C7,infrastructure cover,5,KK,
TEMPEST,2021,0,fall,S,C7,canopy tree basal cover,5,KK,
TEMPEST,2021,0,fall,S,C7,Acer rubrum,0.25,KK,
TEMPEST,2021,0,fall,S,C7,Carya cordiformis,0.25,KK,
TEMPEST,2021,0,fall,S,C7,Sceptridium biternatum,0.25,KK,
TEMPEST,2021,0,fall,S,C7,Galium circaezans,0.25,KK,
TEMPEST,2021,0,fall,S,C7,Lonicera japonica,15,KK,
TEMPEST,2021,0,fall,S,C7,Maianthemum racemosum,0.25,KK,
TEMPEST,2021,0,fall,S,C7,Microstegium vimineum,0.25,KK,
TEMPEST,2021,0,fall,S,C7,Mitchella repens,23,KK,
TEMPEST,2021,0,fall,S,C7,Parthenocissus quinquefolia,0.25,KK,
TEMPEST,2021,0,fall,S,C7,Smilex glauca,0.25,KK,
TEMPEST,2021,0,fall,S,C7,Tipularia discolor,0.25,KK,
TEMPEST,2021,0,fall,S,C7,Vitus sp,0.25,KK,
TEMPEST,2021,0,fall,S,C7,Viola sororia,0.25,KK,
TEMPEST,2021,0,fall,S,C7,Bromus sp,0.25,KK,
TEMPEST,2021,0,fall,S,C7,Cryptotaenia canadensis,2,KK,
TEMPEST,2021,0,fall,S,C7,Berberis thunbergii,0.25,KK,
TEMPEST,2021,0,fall,S,C7,Allium canadense,1,KK,
TEMPEST,2021,0,fall,S,C7,Botrychium dissectum,0.25,KK,
TEMPEST,2021,0,fall,S,D2,infrastructure cover,5,KK,
TEMPEST,2021,0,fall,S,D2,canopy tree basal cover,0.5,KK,
TEMPEST,2021,0,fall,S,D2,Acer rubrum,0.25,KK,
TEMPEST,2021,0,fall,S,D2,Carya cordiformis,0.25,KK,
TEMPEST,2021,0,fall,S,D2,Fagus grandifolia,0.25,KK,
TEMPEST,2021,0,fall,S,D2,Liriodendron tulipifera,0.25,KK,
TEMPEST,2021,0,fall,S,D2,Lindera benzoin,0.25,KK,
TEMPEST,2021,0,fall,S,D2,Viburnum prunifolium,0.25,KK,
TEMPEST,2021,0,fall,S,D2,Sceptridium biternatum,0.25,KK,
TEMPEST,2021,0,fall,S,D2,Sanicula canadensis,0.25,KK,
TEMPEST,2021,0,fall,S,D2,Epifagus virginiana,0.25,KK,
TEMPEST,2021,0,fall,S,D2,Galium circaezans,0.25,KK,
TEMPEST,2021,0,fall,S,D2,Galium triflorum,0.25,KK,
TEMPEST,2021,0,fall,S,D2,Lonicera japonica,0.5,KK,
TEMPEST,2021,0,fall,S,D2,Mitchella repens,50,KK,
TEMPEST,2021,0,fall,S,D2,Rhus radicans,0.25,KK,
TEMPEST,2021,0,fall,S,D2,Tipularia discolor,0.25,KK,
TEMPEST,2021,0,fall,S,D2,Vitus sp,0.25,KK,
TEMPEST,2021,0,fall,S,D2,Bromus sp,0.25,KK,
TEMPEST,2021,0,fall,S,D2,Vaccinium pallidum,2,KK,
TEMPEST,2021,0,fall,S,D2,Cryptotaenia canadensis,0.25,KK,
TEMPEST,2021,0,fall,S,E7,infrastructure cover,9,KK,
TEMPEST,2021,0,fall,S,E7,canopy tree basal cover,1,KK,
TEMPEST,2021,0,fall,S,E7,Acer rubrum,0.25,KK,
TEMPEST,2021,0,fall,S,E7,Ilex opaca,0.25,KK,
TEMPEST,2021,0,fall,S,E7,Lindera benzoin,0.25,KK,
TEMPEST,2021,0,fall,S,E7,Viburnum prunifolium,0.25,KK,
TEMPEST,2021,0,fall,S,E7,Sceptridium biternatum,0.25,KK,
TEMPEST,2021,0,fall,S,E7,Lonicera japonica,1,KK,
TEMPEST,2021,0,fall,S,E7,Maianthemum racemosum,0.25,KK,
TEMPEST,2021,0,fall,S,E7,Mitchella repens,22,KK,
TEMPEST,2021,0,fall,S,E7,Symphyotrichum lateriflorus,0.25,KK,
TEMPEST,2021,0,fall,S,E7,Smilex glauca,0.25,KK,
TEMPEST,2021,0,fall,S,E7,Viola sororia,0.25,KK,
TEMPEST,2021,0,fall,S,E7,Cryptotaenia canadensis,0.25,KK,
TEMPEST,2021,0,fall,S,E7,Berberis thunbergii,0.25,KK,
TEMPEST,2021,0,fall,S,E7,Botrychium dissectum,0.25,KK,
TEMPEST,2021,0,fall,S,F4,infrastructure cover,8,KK,
TEMPEST,2021,0,fall,S,F4,canopy tree basal cover,1,KK,
TEMPEST,2021,0,fall,S,F4,Carya cordiformis,0.25,KK,
TEMPEST,2021,0,fall,S,F4,Lindera benzoin,0.25,KK,
TEMPEST,2021,0,fall,S,F4,Polystichum acrostichoides,0.5,KK,
TEMPEST,2021,0,fall,S,F4,Sceptridium biternatum,0.25,KK,
TEMPEST,2021,0,fall,S,F4,Sanicula canadensis,0.25,KK,
TEMPEST,2021,0,fall,S,F4,Galium circaezans,0.25,KK,
TEMPEST,2021,0,fall,S,F4,Lonicera japonica,0.5,KK,
TEMPEST,2021,0,fall,S,F4,Mitchella repens,0.25,KK,
TEMPEST,2021,0,fall,S,F4,Rhus radicans,0.25,KK,
TEMPEST,2021,0,fall,S,F4,Viola sororia,2,KK,
TEMPEST,2021,0,fall,S,F4,Bromus sp,0.25,KK,
TEMPEST,2021,0,fall,S,F4,Berberis thunbergii,0.25,KK,
TEMPEST,2021,0,fall,S,F4,Botrychium dissectum,0.25,KK,
TEMPEST,2021,0,fall,S,G7,infrastructure cover,8,KK,
TEMPEST,2021,0,fall,S,G7,canopy tree basal cover,0.5,KK,
TEMPEST,2021,0,fall,S,G7,Acer rubrum,0.25,KK,
TEMPEST,2021,0,fall,S,G7,Carya cordiformis,0.25,KK,
TEMPEST,2021,0,fall,S,G7,Fagus grandifolia,3,KK,
TEMPEST,2021,0,fall,S,G7,Quercus velutina,0.25,KK,
TEMPEST,2021,0,fall,S,G7,Elaeagnus umbellata,0.25,KK,
TEMPEST,2021,0,fall,S,G7,Lindera benzoin,0.25,KK,
TEMPEST,2021,0,fall,S,G7,Viburnum prunifolium,0.25,KK,
TEMPEST,2021,0,fall,S,G7,Botrychium virginianum,0.25,KK,
TEMPEST,2021,0,fall,S,G7,Onoclea sensibilis,0.25,KK,
TEMPEST,2021,0,fall,S,G7,Sceptridium biternatum,0.25,KK,
TEMPEST,2021,0,fall,S,G7,Sanicula canadensis,0.25,KK,
TEMPEST,2021,0,fall,S,G7,Lonicera japonica,22,KK,
TEMPEST,2021,0,fall,S,G7,Microstegium vimineum,0.25,KK,
TEMPEST,2021,0,fall,S,G7,Mitchella repens,35,KK,
TEMPEST,2021,0,fall,S,G7,Parthenocissus quinquefolia,0.25,KK,
TEMPEST,2021,0,fall,S,G7,Rhus radicans,0.25,KK,
TEMPEST,2021,0,fall,S,G7,Symphyotrichum lateriflorus,3,KK,
TEMPEST,2021,0,fall,S,G7,Smilex glauca,0.25,KK,
TEMPEST,2021,0,fall,S,G7,Vitus sp,0.25,KK,
TEMPEST,2021,0,fall,S,G7,Carex sp,3,KK,
TEMPEST,2021,0,fall,S,G7,Allium canadense,1,KK,
TEMPEST,2021,0,fall,S,G7,Nyssa sylvatica,0.25,KK,
TEMPEST,2021,0,fall,S,G7,Viola sororia,0.25,KK,
TEMPEST,2021,0,fall,S,G7,Bromus sp,3,KK,
TEMPEST,2021,0,fall,S,G7,Prunus serotina,0.25,KK,
TEMPEST,2021,0,fall,S,G7,Rosa multiflora,4,KK,
TEMPEST,2021,0,fall,S,G7,bare ground,30,KK,
TEMPEST,2021,0,fall,S,H2,infrastructure cover,5,KK,
TEMPEST,2021,0,fall,S,H2,canopy tree basal cover,5,KK,
TEMPEST,2021,0,fall,S,H2,Acer rubrum,0.25,KK,
TEMPEST,2021,0,fall,S,H2,Fagus grandifolia,0.25,KK,
TEMPEST,2021,0,fall,S,H2,Lindera benzoin,0.25,KK,
TEMPEST,2021,0,fall,S,H2,Viburnum prunifolium,0.25,KK,
TEMPEST,2021,0,fall,S,H2,Botrychium virginianum,0.25,KK,
TEMPEST,2021,0,fall,S,H2,Sceptridium biternatum,0.25,KK,
TEMPEST,2021,0,fall,S,H2,Sanicula canadensis,0.25,KK,
TEMPEST,2021,0,fall,S,H2,Lonicera japonica,1,KK,
TEMPEST,2021,0,fall,S,H2,Mitchella repens,3,KK,
TEMPEST,2021,0,fall,S,H2,Rhus radicans,0.25,KK,
TEMPEST,2021,0,fall,S,H2,Smilex glauca,1,KK,
TEMPEST,2021,0,fall,S,H2,Carex sp,0.25,KK,
TEMPEST,2021,0,fall,S,H2,Allium canadense,0.25,KK,
TEMPEST,2021,0,fall,S,H2,Viola sororia,1,KK,
TEMPEST,2021,0,fall,S,H2,Fragaria virginiana,0.25,KK,
TEMPEST,2021,0,fall,S,I7,infrastructure cover,5,KK,
TEMPEST,2021,0,fall,S,I7,canopy tree basal cover,2,KK,
TEMPEST,2021,0,fall,S,I7,Acer rubrum,0.25,KK,
TEMPEST,2021,0,fall,S,I7,Carya cordiformis,0.25,KK,
TEMPEST,2021,0,fall,S,I7,Fagus grandifolia,0.25,KK,
TEMPEST,2021,0,fall,S,I7,Lindera benzoin,0.25,KK,
TEMPEST,2021,0,fall,S,I7,Botrychium virginianum,1,KK,
TEMPEST,2021,0,fall,S,I7,Sceptridium biternatum,0.25,KK,
TEMPEST,2021,0,fall,S,I7,Sanicula canadensis,0.25,KK,
TEMPEST,2021,0,fall,S,I7,Galium circaezans,0.25,KK,
TEMPEST,2021,0,fall,S,I7,Lonicera japonica,0.5,KK,
TEMPEST,2021,0,fall,S,I7,Mitchella repens,0.25,KK,
TEMPEST,2021,0,fall,S,I7,Symphyotrichum lateriflorus,0.5,KK,
TEMPEST,2021,0,fall,S,I7,Carex sp,0.25,KK,
TEMPEST,2021,0,fall,S,I7,Allium canadense,0.25,KK,
TEMPEST,2021,0,fall,S,I7,Botrychium dissectum,0.25,KK,
TEMPEST,2021,0,fall,S,G5,canopy tree basal cover,6,SA,
TEMPEST,2021,0,fall,S,G5,Viburnum prunifolium,0.25,SA,
TEMPEST,2021,0,fall,S,G5,Botrychium virginianum,0.25,SA,
TEMPEST,2021,0,fall,S,G5,Sanicula canadensis,0.25,SA,
TEMPEST,2021,0,fall,S,G5,Lonicera japonica,0.25,SA,
TEMPEST,2021,0,fall,S,G5,Mitchella repens,3,SA,
TEMPEST,2021,0,fall,S,G5,Smilex glauca,0.25,SA,
TEMPEST,2021,0,fall,S,G5,Carex sp,1,SA,
TEMPEST,2021,0,fall,S,G5,Allium canadense,0.25,SA,
TEMPEST,2021,0,fall,S,G5,Viola sororia,0.25,SA,
TEMPEST,2021,0,fall,S,G5,Glechoma hederacea,0.25,SA,
TEMPEST,2021,0,fall,S,G5,Rubus occidentalis,0.25,SA,
TEMPEST,2021,0,fall,S,G5,Fragaria virginiana,0.25,SA,
TEMPEST,2021,0,fall,S,G5,Geum canadense,0.25,SA,
TEMPEST,2021,0,fall,S,H4,infrastructure cover,20,SA,
TEMPEST,2021,0,fall,S,H4,canopy tree basal cover,4,SA,
TEMPEST,2021,0,fall,S,H4,Acer rubrum,0.25,SA,
TEMPEST,2021,0,fall,S,H4,Carya cordiformis,0.25,SA,
TEMPEST,2021,0,fall,S,H4,Liriodendron tulipifera,0.25,SA,
TEMPEST,2021,0,fall,S,H4,Elaeagnus umbellata,0.25,SA,
TEMPEST,2021,0,fall,S,H4,Ilex opaca,0.25,SA,
TEMPEST,2021,0,fall,S,H4,Lindera benzoin,0.25,SA,
TEMPEST,2021,0,fall,S,H4,Viburnum prunifolium,0.25,SA,
TEMPEST,2021,0,fall,S,H4,Sceptridium biternatum,0.25,SA,
TEMPEST,2021,0,fall,S,H4,Botrychium virginianum,0.25,SA,
TEMPEST,2021,0,fall,S,H4,Sanicula canadensis,0.25,SA,
TEMPEST,2021,0,fall,S,H4,Galium circaezans,0.25,SA,
TEMPEST,2021,0,fall,S,H4,Microstegium vimineum,0.25,SA,
TEMPEST,2021,0,fall,S,H4,Mitchella repens,25,SA,
TEMPEST,2021,0,fall,S,H4,Rhus radicans,0.25,SA,
TEMPEST,2021,0,fall,S,H4,Symphyotrichum lateriflorus,0.25,SA,
TEMPEST,2021,0,fall,S,H4,Carex sp,1,SA,
TEMPEST,2021,0,fall,S,H4,Onoclea sensibilis,0.25,SA,
TEMPEST,2021,0,fall,S,H4,Allium canadense,0.25,SA,
TEMPEST,2021,0,fall,S,H4,Viola sororia,0.25,SA,
TEMPEST,2021,0,fall,S,I5,infrastructure cover,9,SA,
TEMPEST,2021,0,fall,S,I5,canopy tree basal cover,8,SA,
TEMPEST,2021,0,fall,S,I5,Acer rubrum,0.25,SA,
TEMPEST,2021,0,fall,S,I5,Lindera benzoin,0.25,SA,
TEMPEST,2021,0,fall,S,I5,Sceptridium biternatum,0.25,SA,
TEMPEST,2021,0,fall,S,I5,Botrychium virginianum,0.25,SA,
TEMPEST,2021,0,fall,S,I5,Galium circaezans,0.25,SA,
TEMPEST,2021,0,fall,S,I5,Lonicera japonica,2,SA,
TEMPEST,2021,0,fall,S,I5,Maianthemum racemosum,0.25,SA,
TEMPEST,2021,0,fall,S,I5,Mitchella repens,4,SA,
TEMPEST,2021,0,fall,S,I5,Rhus radicans,0.25,SA,
TEMPEST,2021,0,fall,S,I5,Smilex glauca,0.25,SA,
TEMPEST,2021,0,fall,S,I5,Carex sp,0.25,SA,
TEMPEST,2021,0,fall,S,I5,Onoclea sensibilis,0.25,SA,
TEMPEST,2021,0,fall,S,I5,Geum canadense,0.25,SA,
TEMPEST,2021,0,fall,S,B2,infrastructure cover,9,SA,
TEMPEST,2021,0,fall,S,B2,canopy tree basal cover,3,SA,
TEMPEST,2021,0,fall,S,B2,Acer rubrum,0.25,SA,
TEMPEST,2021,0,fall,S,B2,Carya cordiformis,0.25,SA,
TEMPEST,2021,0,fall,S,B2,Elaeagnus umbellata,0.25,SA,
TEMPEST,2021,0,fall,S,B2,Lindera benzoin,0.25,SA,
TEMPEST,2021,0,fall,S,B2,Botrychium virginianum,0.25,SA,
TEMPEST,2021,0,fall,S,B2,Sceptridium biternatum,0.25,SA,
TEMPEST,2021,0,fall,S,B2,Epifagus virginiana,0.25,SA,
TEMPEST,2021,0,fall,S,B2,Galium circaezans,1,SA,
TEMPEST,2021,0,fall,S,B2,Galium triflorum,0.25,SA,
TEMPEST,2021,0,fall,S,B2,Lonicera japonica,2,SA,
TEMPEST,2021,0,fall,S,B2,Mitchella repens,4,SA,
TEMPEST,2021,0,fall,S,B2,Rhus radicans,0.25,SA,
TEMPEST,2021,0,fall,S,B2,Symphyotrichum lateriflorus,1,SA,
TEMPEST,2021,0,fall,S,B2,Smilex glauca,0.25,SA,
TEMPEST,2021,0,fall,S,B2,Carex sp,0.25,SA,
TEMPEST,2021,0,fall,S,B2,Berberis thunbergii,3,SA,
TEMPEST,2021,0,fall,S,B2,Viola sororia,0.25,SA,
TEMPEST,2021,0,fall,S,B2,Nyssa sylvatica,0.25,SA,
TEMPEST,2021,0,fall,S,B2,Glechoma hederacea,0.25,SA,
TEMPEST,2021,0,fall,S,B2,robust grass,0.25,SA,
TEMPEST,2021,0,fall,S,B2,Bromus sp,0.25,SA,
TEMPEST,2021,0,fall,S,B2,Allium canadense,0.25,SA,
TEMPEST,2021,0,fall,S,B2,Fragaria virginiana,0.25,SA,
TEMPEST,2021,0,fall,S,C6,infrastructure cover,10,SA,
TEMPEST,2021,0,fall,S,C6,canopy tree basal cover,6,SA,
TEMPEST,2021,0,fall,S,C6,Fagus grandifolia,0.25,SA,
TEMPEST,2021,0,fall,S,C6,Elaeagnus umbellata,0.25,SA,
TEMPEST,2021,0,fall,S,C6,Ilex opaca,0.25,SA,
TEMPEST,2021,0,fall,S,C6,Lindera benzoin,0.25,SA,
TEMPEST,2021,0,fall,S,C6,Botrychium virginianum,0.25,SA,
TEMPEST,2021,0,fall,S,C6,Sceptridium biternatum,0.25,SA,
TEMPEST,2021,0,fall,S,C6,Epifagus virginiana,0.25,SA,
TEMPEST,2021,0,fall,S,C6,Galium circaezans,0.25,SA,
TEMPEST,2021,0,fall,S,C6,Galium triflorum,0.25,SA,
TEMPEST,2021,0,fall,S,C6,Lonicera japonica,1,SA,
TEMPEST,2021,0,fall,S,C6,Microstegium vimineum,0.25,SA,
TEMPEST,2021,0,fall,S,C6,Mitchella repens,25,SA,
TEMPEST,2021,0,fall,S,C6,Parthenocissus quinquefolia,0.25,SA,
TEMPEST,2021,0,fall,S,C6,Rhus radicans,0.25,SA,
TEMPEST,2021,0,fall,S,C6,Smilex glauca,0.25,SA,
TEMPEST,2021,0,fall,S,C6,Vitus sp,0.25,SA,
TEMPEST,2021,0,fall,S,C6,Viola sororia,0.25,SA,
TEMPEST,2021,0,fall,S,C6,Glechoma hederacea,0.25,SA,
TEMPEST,2021,0,fall,S,C6,Allium canadense,0.25,SA,
TEMPEST,2021,0,fall,S,C6,Maianthemum racemosum,0.25,SA,
TEMPEST,2021,0,fall,S,C6,Vaccinium pallidum,0.25,SA,
TEMPEST,2021,0,fall,S,C6,Celtis occidentalis,0.25,SA,
TEMPEST,2021,0,fall,S,C6,Polygonum virginianum,0.25,SA,
TEMPEST,2021,0,fall,S,C6,Rosa multiflora,0.5,SA,
TEMPEST,2021,0,fall,S,C6,Phryma leptostachya,0.25,SA,
TEMPEST,2021,0,fall,S,D4,infrastructure cover,10,SA,
TEMPEST,2021,0,fall,S,D4,canopy tree basal cover,0.25,SA,
TEMPEST,2021,0,fall,S,D4,Elaeagnus umbellata,0.25,SA,
TEMPEST,2021,0,fall,S,D4,Viburnum prunifolium,0.25,SA,
TEMPEST,2021,0,fall,S,D4,Botrychium virginianum,1,SA,
TEMPEST,2021,0,fall,S,D4,Sceptridium biternatum,0.25,SA,
TEMPEST,2021,0,fall,S,D4,Sanicula canadensis,0.25,SA,
TEMPEST,2021,0,fall,S,D4,Desmodium nudiflorum,0.25,SA,
TEMPEST,2021,0,fall,S,D4,Epifagus virginiana,0.25,SA,
TEMPEST,2021,0,fall,S,D4,Galium circaezans,0.25,SA,
TEMPEST,2021,0,fall,S,D4,Mitchella repens,6,SA,
TEMPEST,2021,0,fall,S,D4,Rhus radicans,0.25,SA,
TEMPEST,2021,0,fall,S,D4,Smilex glauca,0.25,SA,
TEMPEST,2021,0,fall,S,D4,Carex sp,0.25,SA,
TEMPEST,2021,0,fall,S,D4,Viola sororia,0.25,SA,
TEMPEST,2021,0,fall,S,D4,Symphyotrichum cordifolium,1,SA,
TEMPEST,2021,0,fall,S,E5,infrastructure cover,12,SA,
TEMPEST,2021,0,fall,S,E5,canopy tree basal cover,2,SA,
TEMPEST,2021,0,fall,S,E5,Carya cordiformis,0.25,SA,
TEMPEST,2021,0,fall,S,E5,Elaeagnus umbellata,0.25,SA,
TEMPEST,2021,0,fall,S,E5,Lindera benzoin,0.25,SA,
TEMPEST,2021,0,fall,S,E5,Botrychium virginianum,0.25,SA,
TEMPEST,2021,0,fall,S,E5,Sceptridium biternatum,0.25,SA,
TEMPEST,2021,0,fall,S,E5,Sanicula canadensis,0.25,SA,
TEMPEST,2021,0,fall,S,E5,Epifagus virginiana,3,SA,
TEMPEST,2021,0,fall,S,E5,Galium circaezans,0.25,SA,
TEMPEST,2021,0,fall,S,E5,Galium triflorum,0.25,SA,
TEMPEST,2021,0,fall,S,E5,Lonicera japonica,0.5,SA,
TEMPEST,2021,0,fall,S,E5,Maianthemum racemosum,0.25,SA,
TEMPEST,2021,0,fall,S,E5,Microstegium vimineum,0.25,SA,
TEMPEST,2021,0,fall,S,E5,Mitchella repens,4,SA,
TEMPEST,2021,0,fall,S,E5,Rhus radicans,0.25,SA,
TEMPEST,2021,0,fall,S,E5,Smilex glauca,0.25,SA,
TEMPEST,2021,0,fall,S,E5,Viola sororia,1,SA,
TEMPEST,2021,0,fall,S,E5,Allium canadense,1,SA,
TEMPEST,2021,0,fall,S,E5,Persicaria setacea,0.25,SA,
TEMPEST,2021,0,fall,S,F2,infrastructure cover,10,SA,
TEMPEST,2021,0,fall,S,F2,canopy tree basal cover,4,SA,
TEMPEST,2021,0,fall,S,F2,Carya cordiformis,0.25,SA,
TEMPEST,2021,0,fall,S,F2,Liriodendron tulipifera,0.25,SA,
TEMPEST,2021,0,fall,S,F2,Ilex opaca,0.25,SA,
TEMPEST,2021,0,fall,S,F2,Lindera benzoin,0.25,SA,
TEMPEST,2021,0,fall,S,F2,Sceptridium biternatum,1,SA,
TEMPEST,2021,0,fall,S,F2,Sanicula canadensis,0.25,SA,
TEMPEST,2021,0,fall,S,F2,Galium circaezans,0.25,SA,
TEMPEST,2021,0,fall,S,F2,Lonicera japonica,0.25,SA,
TEMPEST,2021,0,fall,S,F2,Microstegium vimineum,0.25,SA,
TEMPEST,2021,0,fall,S,F2,Mitchella repens,6,SA,
TEMPEST,2021,0,fall,S,F2,Rhus radicans,0.25,SA,
TEMPEST,2021,0,fall,S,F2,Smilex glauca,0.25,SA,
TEMPEST,2021,0,fall,S,F2,Carex sp,0.25,SA,
TEMPEST,2021,0,fall,S,F2,Viola sororia,1,SA,
TEMPEST,2021,0,fall,S,F2,Botrychium dissectum,0.25,SA,
TEMPEST,2021,0,fall,S,additional,Liquidambar styraciflua,0,AH,
TEMPEST,2021,0,fall,S,additional,Quercus alba,0,AH,
TEMPEST,2021,0,fall,S,additional,Celastrus orbiculatus,0,AH,
TEMPEST,2021,0,fall,S,additional,Carpinus caroliniana,0,AH,
TEMPEST,2021,0,fall,S,additional,Acer negundo,0,AH,
TEMPEST,2021,0,fall,S,additional,Asimina triloba,0,AH,
TEMPEST,2021,0,fall,S,additional,Endodeca serpentaria,0,AH,
TEMPEST,2021,0,fall,S,additional,Hedera helix,0,AH,
TEMPEST,2021,0,fall,F,C5,infrastructure cover,4,KK,
TEMPEST,2021,0,fall,F,C5,Acer rubrum,0.25,KK,
TEMPEST,2021,0,fall,F,C5,Carya cordiformis,1,KK,
TEMPEST,2021,0,fall,F,C5,Fagus grandifolia,4,KK,
TEMPEST,2021,0,fall,F,C5,Liquidambar styraciflua,0.25,KK,
TEMPEST,2021,0,fall,F,C5,Liriodendron tulipifera,0.25,KK,
TEMPEST,2021,0,fall,F,C5,Elaeagnus umbellata,0.25,KK,
TEMPEST,2021,0,fall,F,C5,Onoclea sensibilis,0.25,KK,
TEMPEST,2021,0,fall,F,C5,Sceptridium biternatum,0.25,KK,
TEMPEST,2021,0,fall,F,C5,Sanicula canadensis,0.25,KK,
TEMPEST,2021,0,fall,F,C5,Desmodium nudiflorum,0.25,KK,
TEMPEST,2021,0,fall,F,C5,Galium circaezans,0.25,KK,
TEMPEST,2021,0,fall,F,C5,Galium triflorum,0.25,KK,
TEMPEST,2021,0,fall,F,C5,Lonicera japonica,0.25,KK,
TEMPEST,2021,0,fall,F,C5,Maianthemum racemosum,0.25,KK,
TEMPEST,2021,0,fall,F,C5,Microstegium vimineum,0.25,KK,
TEMPEST,2021,0,fall,F,C5,Mitchella repens,35,KK,
TEMPEST,2021,0,fall,F,C5,Parthenocissus quinquefolia,0.25,KK,
TEMPEST,2021,0,fall,F,C5,Rhus radicans,0.25,KK,
TEMPEST,2021,0,fall,F,C5,Smilex glauca,1,KK,
TEMPEST,2021,0,fall,F,C5,Carex sp,0.25,KK,
TEMPEST,2021,0,fall,F,C5,Viola sororia,0.25,KK,
TEMPEST,2021,0,fall,F,C5,Bromus sp,1,KK,
TEMPEST,2021,0,fall,F,C5,Smilex bona-nox,0.25,KK,
TEMPEST,2021,0,fall,F,C5,Allium canadense,1,KK,
TEMPEST,2021,0,fall,F,C5,Cornus florida,0.25,KK,
TEMPEST,2021,0,fall,F,C5,Botrychium virginianum,0.25,KK,
TEMPEST,2021,0,fall,F,C7,infrastructure cover,8,KK,
